sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
1,3,1,3,2,3,4,2,1,2,1,1,0.1537290715372907,0.1537290715372907,160000.0,0.05,0.17,0.05,0.23,0.53,0.49,2550.18,0.33,2550.16,0.12,0.36,0.16,0.43,0.16,0.63,0.22,0.54,0.03,2550.19,0.09,-0.02,0.23,0.46,0.1,2550.17,0.5,0.15,0.21,0.43,0.16,194.72602829841065
1,3,1,4,2,2,4,2,1,1,1,1,0.1537290715372907,0.1537290715372907,160000.0,0.05,0.18,0.05,0.2,0.55,0.45,2658.26,0.04,2658.26,0.1,0.46,0.15,0.4,0.17,0.67,0.17,0.49,0.03,2658.26,0.08,-0.03,0.23,0.47,0.09,2658.26,0.53,0.14,0.24,0.4,0.18,180.97149093731525
1,4,1,4,1,3,2,1,2,1,1,1,0.15811088295687886,0.1601642710472279,152000.0,0.78,0.38,0.78,0.33,0.58,0.5,3529.89,0.3,3529.85,0.01,0.56,0.17,0.5,0.24,0.71,0.21,0.62,1.0,3529.89,0.03,0.49,0.23,0.41,0.04,3529.87,0.5,0.63,0.39,0.5,0.24,142.05910906319204
2,1,3,2,2,4,6,2,1,1,1,1,0.1278538812785388,0.1232876712328767,176000.0,-0.04,0.1,-0.04,0.16,0.48,0.46,1042.03,0.37,1042.03,0.51,0.5,0.16,0.53,0.14,0.66,0.2,0.58,0.41,1042.03,0.09,-0.1,0.15,0.39,0.53,1042.03,1.0,0.11,0.37,0.53,0.14,177.0104235920756
1,1,6,4,2,4,7,1,2,2,1,1,0.15616438356164383,0.14931506849315068,162000.0,0.04,0.15,0.04,0.17,0.53,0.48,2954.76,0.34,2954.76,0.1,0.47,0.13,0.46,0.11,0.67,0.17,0.48,0.01,2954.76,0.08,-0.02,0.23,0.46,0.05,2954.77,1.0,0.11,0.22,0.46,0.11,180.28813542632415
1,4,5,4,2,3,1,1,1,1,2,1,0.15205479452054796,0.15205479452054796,163000.0,0.74,0.25,0.06,0.19,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.15,0.55,0.25,0.65,0.17,0.53,0.03,4034.07,0.09,0.5,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.38,0.15,190.60964404938633
1,1,3,3,1,2,8,1,1,1,1,1,0.16301369863013698,0.16301369863013698,160000.0,0.06,0.21,0.06,0.25,0.49,0.58,3911.03,0.34,3911.03,0.06,0.51,0.15,0.28,0.22,0.63,0.26,0.52,0.43,3911.03,0.04,-0.0,0.19,0.36,0.54,3911.04,0.52,0.13,0.19,0.28,0.21,168.34397477924756
1,3,2,1,1,4,7,1,1,1,1,1,0.1589041095890411,0.16027397260273973,162000.0,0.07,0.2,0.07,0.23,0.53,0.51,2914.73,0.34,2914.73,0.1,0.48,0.12,0.49,0.11,0.67,0.17,0.48,0.01,2914.73,0.08,-0.02,0.23,0.45,0.05,2914.74,1.0,0.11,0.22,0.49,0.1,179.5983428183541
1,1,5,2,1,2,8,2,1,1,2,1,0.1643835616438356,0.1684931506849315,160000.0,0.07,0.24,0.07,0.24,0.49,0.54,3858.78,0.34,3858.78,0.07,0.52,0.15,0.28,0.19,0.63,0.27,0.51,0.43,3858.78,0.05,-0.02,0.19,0.37,0.54,3858.79,0.51,0.13,0.19,0.28,0.21,168.90078718547647
2,1,9,3,1,4,1,1,1,1,2,1,0.136986301369863,0.136986301369863,164000.0,0.05,0.11,0.05,0.1,0.43,0.47,1145.3,0.05,1145.3,0.11,0.29,0.19,0.46,0.2,0.61,0.19,0.65,0.03,1145.3,0.08,-0.01,0.2,0.46,0.08,1145.3,0.5,0.12,0.21,0.46,0.2,200.8198746762534
1,1,2,4,2,4,1,2,2,2,1,1,0.1589041095890411,0.16027397260273973,163000.0,0.05,0.18,0.05,0.22,0.5,0.45,4034.0,0.04,4034.01,0.11,0.38,0.15,0.38,0.15,0.63,0.17,0.53,0.03,4034.01,0.09,-0.04,0.23,0.45,0.08,4034.01,0.52,0.1,0.21,0.38,0.15,202.8654457282874
2,2,1,1,1,1,3,1,2,1,2,1,0.17721518987341772,0.17721518987341772,163495.0,0.8,0.23,0.8,0.32,0.51,0.53,1145.79,0.0,1145.8,0.0,0.61,0.26,0.59,0.24,0.62,0.25,0.55,0.48,1145.8,0.0,0.33,0.25,0.43,0.04,1145.81,0.0,0.65,0.38,0.59,0.24,154.09186523668257
2,4,9,1,2,5,3,1,2,1,1,1,0.1415525114155251,0.1415525114155251,150000.0,0.73,0.22,0.73,0.27,0.42,0.52,1666.73,0.29,1666.73,0.04,0.52,0.26,0.51,0.22,0.67,0.31,0.6,0.01,1666.73,0.01,0.46,0.29,0.44,0.41,1666.73,0.45,0.64,0.16,0.51,0.22,143.12507300598998
2,4,4,4,1,4,5,1,1,2,1,1,0.1415525114155251,0.1415525114155251,168000.0,0.76,0.2,0.15,0.23,0.47,0.59,895.67,0.33,895.67,0.12,0.66,0.22,0.71,0.27,0.69,0.18,0.64,0.44,895.67,0.07,0.55,0.13,0.45,0.56,895.67,1.0,0.67,0.31,0.51,0.15,169.7067337108976
1,1,9,1,2,5,1,2,2,1,2,1,0.16027397260273973,0.1547945205479452,163000.0,0.05,0.15,0.05,0.15,0.5,0.45,4034.0,0.04,4034.01,0.11,0.38,0.15,0.38,0.15,0.63,0.17,0.53,0.03,4034.01,0.09,-0.04,0.23,0.45,0.08,4034.01,0.52,0.1,0.21,0.38,0.15,202.84503493440715
1,2,4,4,2,2,8,2,2,2,1,1,0.1547945205479452,0.15753424657534246,158000.0,0.73,0.14,0.02,0.33,0.47,0.64,5092.41,0.31,5092.41,0.03,0.56,0.26,0.53,0.27,0.65,0.22,0.58,0.48,5092.41,0.01,0.46,0.23,0.38,0.06,5092.42,0.52,0.63,0.35,0.35,0.2,151.11268380467604
2,2,3,2,2,3,4,1,1,2,1,1,0.1598173515981735,0.1643835616438356,165000.0,0.77,0.22,0.06,0.2,0.47,0.56,833.71,0.35,833.71,0.1,0.61,0.24,0.66,0.26,0.69,0.22,0.63,0.49,833.72,0.08,0.53,0.25,0.46,0.08,833.71,0.52,0.66,0.39,0.44,0.21,168.5770766203079
2,2,3,4,1,1,4,2,1,1,1,1,0.1598173515981735,0.1598173515981735,163000.0,0.75,0.19,0.01,0.16,0.4,0.64,937.27,0.0,937.28,0.0,0.54,0.22,0.64,0.32,0.73,0.2,0.64,0.03,937.27,0.0,0.62,0.12,0.48,0.08,937.29,0.0,0.63,0.39,0.42,0.2,166.37198952133033
2,3,9,2,2,2,7,2,2,2,2,1,0.136986301369863,0.1415525114155251,165000.0,0.12,0.26,0.12,0.19,0.49,0.53,1421.02,0.31,1421.02,0.07,0.56,0.26,0.55,0.24,0.65,0.19,0.6,0.46,1421.02,0.05,0.44,0.14,0.47,0.04,1421.02,0.51,0.67,0.37,0.55,0.24,156.3061712713905
1,3,8,4,2,1,5,1,2,2,1,1,0.17534246575342466,0.17534246575342466,161000.0,-0.01,0.11,-0.01,0.11,0.53,0.58,3096.01,0.0,3096.02,0.0,0.44,0.18,0.41,0.18,0.71,0.17,0.55,0.02,3096.02,0.0,-0.02,0.21,0.44,0.56,3096.06,0.0,0.09,0.2,0.41,0.18,180.20338383962095
2,4,8,2,1,5,8,2,2,1,2,1,0.1324200913242009,0.1461187214611872,155000.0,0.73,0.24,0.11,0.23,0.44,0.42,1637.84,0.3,1637.84,0.02,0.53,0.22,0.51,0.23,0.7,0.27,0.65,1.0,1637.84,0.01,0.49,0.16,0.48,0.03,1637.84,0.48,0.68,0.16,0.39,0.16,140.9697564700787
1,4,7,4,2,1,1,1,2,1,2,1,0.15342465753424658,0.15342465753424658,163000.0,0.78,0.24,0.05,0.12,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.13,0.56,0.24,0.65,0.19,0.53,0.03,4033.93,0.0,0.51,0.23,0.45,0.08,4033.99,0.0,0.63,0.2,0.38,0.15,189.1261661619341
1,2,2,2,1,1,5,2,2,1,2,1,0.15616438356164383,0.15616438356164383,163990.0,0.72,0.19,0.0,0.21,0.52,0.53,3412.56,0.0,3412.57,0.0,0.59,0.22,0.58,0.27,0.68,0.22,0.53,0.02,3412.56,0.0,0.48,0.33,0.43,0.06,3412.61,0.0,0.61,0.4,0.35,0.18,171.14140124699955
2,4,4,4,2,1,3,2,1,1,2,1,0.1415525114155251,0.1415525114155251,162000.0,0.78,0.22,0.78,0.27,0.43,0.49,1011.96,0.0,1011.96,0.0,0.5,0.24,0.6,0.27,0.49,0.25,0.59,0.01,1011.96,0.0,0.42,0.26,0.4,0.05,1011.98,0.0,0.62,0.38,0.6,0.27,178.10868102474896
1,2,2,3,1,5,1,2,2,2,2,1,0.15616438356164383,0.15616438356164383,163000.0,0.74,0.22,0.05,0.22,0.5,0.45,4034.0,0.04,4034.01,0.11,0.54,0.15,0.58,0.17,0.64,0.18,0.53,0.03,4034.01,0.09,0.51,0.23,0.45,0.08,4034.01,0.52,0.62,0.44,0.38,0.15,190.22675539665002
1,4,6,4,2,3,3,1,1,1,2,1,0.1547945205479452,0.15616438356164383,151400.0,0.72,0.24,0.72,0.25,0.5,0.5,5359.48,0.3,5359.43,0.03,0.53,0.19,0.52,0.25,0.64,0.19,0.53,0.01,5359.49,0.03,0.4,0.19,0.4,0.07,5359.45,0.47,0.61,0.15,0.52,0.26,153.34500778646765
2,2,3,3,2,5,6,2,2,1,2,1,0.1598173515981735,0.1735159817351598,160000.0,0.79,0.19,0.79,0.29,0.44,0.46,1268.57,0.31,1268.58,0.06,0.63,0.22,0.64,0.21,0.65,0.3,0.61,1.0,1268.58,0.03,0.49,0.25,0.44,0.05,1268.58,0.48,0.68,0.32,0.64,0.21,145.18458504545268
1,1,4,1,1,5,7,1,2,1,1,1,0.1643835616438356,0.1643835616438356,159000.0,0.09,0.23,0.09,0.32,0.48,0.54,3043.3,0.32,3043.3,0.08,0.46,0.14,0.47,0.11,0.66,0.2,0.53,0.47,3043.3,0.05,0.01,0.2,0.44,0.05,3043.31,0.51,0.09,0.22,0.47,0.11,175.17677448646447
2,2,7,4,1,1,8,2,2,1,1,1,0.136986301369863,0.136986301369863,163990.0,0.78,0.29,0.08,0.2,0.49,0.48,1390.97,0.0,1390.97,0.0,0.55,0.36,0.53,0.37,0.56,0.31,0.53,0.01,1390.97,0.0,0.28,0.25,0.4,0.03,1390.99,0.0,0.64,0.16,0.53,0.37,152.5145655817732
2,3,2,3,2,1,4,2,2,1,1,1,0.1415525114155251,0.1415525114155251,163000.0,0.12,0.14,0.12,0.16,0.4,0.58,885.34,0.0,885.35,0.0,0.37,0.24,0.4,0.24,0.74,0.21,0.65,0.03,885.35,0.0,0.01,0.19,0.49,0.07,885.36,0.0,0.13,0.21,0.4,0.24,180.59057287589707
2,2,9,3,2,2,4,1,2,1,1,1,0.1415525114155251,0.1415525114155251,167000.0,0.8,0.29,0.05,0.14,0.47,0.52,1008.15,0.35,1008.15,0.09,0.63,0.2,0.69,0.23,0.7,0.18,0.61,0.47,1008.15,0.08,0.51,0.2,0.48,0.09,1008.15,0.5,0.72,0.23,0.47,0.18,155.58144885958242
1,1,1,3,2,1,4,1,2,1,2,1,0.1537290715372907,0.1537290715372907,161875.0,0.08,0.18,0.08,0.19,0.54,0.5,2714.02,0.0,2714.02,0.0,0.4,0.16,0.38,0.14,0.67,0.19,0.52,0.03,2714.02,0.0,-0.0,0.22,0.43,0.08,2714.06,0.0,0.12,0.22,0.38,0.14,187.7864446300648
1,1,6,3,2,5,8,2,1,1,1,1,0.15616438356164383,0.15205479452054796,163000.0,0.19,0.13,0.19,0.15,0.44,0.58,3229.09,0.34,3229.09,0.08,0.51,0.12,0.46,0.13,0.66,0.21,0.53,0.46,3229.09,0.06,-0.02,0.18,0.44,0.54,3229.1,0.53,0.09,0.19,0.46,0.12,174.67837937277255
1,2,1,1,2,2,8,1,2,2,1,1,0.15811088295687886,0.162217659137577,156000.0,0.78,0.17,0.78,0.28,0.56,0.62,3549.97,0.32,3549.97,0.01,0.57,0.24,0.54,0.23,0.71,0.21,0.62,1.0,3549.97,0.01,0.5,0.24,0.39,0.55,3549.98,0.52,0.68,0.37,0.54,0.23,142.46709487457625
1,3,5,2,2,5,4,1,1,2,2,1,0.1643835616438356,0.16575342465753426,158000.0,0.03,0.09,0.03,0.19,0.51,0.53,2870.06,0.03,2870.06,0.1,0.42,0.16,0.39,0.15,0.64,0.19,0.54,0.01,2870.06,0.08,-0.05,0.22,0.48,0.07,2870.06,0.5,0.11,0.21,0.39,0.14,194.30624698858742
2,4,2,2,1,1,7,2,1,2,2,1,0.1324200913242009,0.1324200913242009,164900.0,0.78,0.3,0.06,0.31,0.49,0.51,1361.69,0.0,1361.7,0.0,0.55,0.32,0.53,0.29,0.59,0.39,0.55,0.48,1361.7,0.0,0.33,0.28,0.4,0.06,1361.72,0.0,0.65,0.42,0.53,0.29,152.17902732481787
1,4,8,3,2,2,7,1,2,1,1,1,0.1506849315068493,0.1547945205479452,160000.0,0.79,0.29,0.05,0.14,0.5,0.61,3963.86,0.33,3963.86,0.05,0.59,0.22,0.5,0.25,0.66,0.25,0.55,0.46,3963.86,0.04,0.48,0.17,0.38,0.05,3963.86,0.53,0.65,0.17,0.3,0.21,158.5272673420433
2,2,3,4,1,3,3,1,2,1,1,1,0.1598173515981735,0.1643835616438356,150750.0,0.72,0.35,0.72,0.32,0.43,0.5,1842.75,0.27,1842.74,0.04,0.45,0.25,0.45,0.24,0.63,0.26,0.58,0.01,1842.76,0.02,0.41,0.25,0.44,0.41,1842.76,0.44,0.61,0.36,0.45,0.23,146.30872421658978
2,4,2,3,2,5,2,2,2,2,1,1,0.136986301369863,0.1415525114155251,150750.0,0.71,0.24,0.13,0.29,0.43,0.44,1783.4,0.27,1783.41,0.03,0.47,0.24,0.47,0.24,0.69,0.27,0.64,1.0,1783.4,0.01,0.46,0.29,0.48,0.03,1783.41,0.44,0.65,0.41,0.3,0.17,139.22379116116724
2,3,2,4,2,2,5,1,2,2,2,1,0.1415525114155251,0.136986301369863,164900.0,0.03,0.14,0.03,0.18,0.38,0.45,1000.25,0.33,1000.25,0.08,0.51,0.19,0.42,0.21,0.64,0.2,0.6,0.46,1000.25,0.07,0.05,0.07,0.35,0.05,1000.25,0.51,0.13,0.21,0.42,0.2,170.61311496948068
1,4,4,3,2,3,4,1,2,1,1,1,0.1547945205479452,0.1547945205479452,159895.0,0.75,0.2,0.03,0.29,0.53,0.59,2883.99,0.34,2883.97,0.1,0.65,0.16,0.64,0.29,0.69,0.2,0.56,0.02,2884.0,0.09,0.49,0.27,0.49,0.08,2883.98,0.51,0.64,0.41,0.38,0.16,167.99050467192635
1,1,4,1,1,4,1,2,2,2,1,1,0.1643835616438356,0.1589041095890411,163000.0,0.05,0.16,0.05,0.27,0.5,0.45,4034.0,0.04,4034.01,0.11,0.38,0.15,0.38,0.15,0.63,0.17,0.53,0.03,4034.01,0.09,-0.04,0.23,0.45,0.08,4034.01,0.52,0.1,0.21,0.38,0.15,202.96285982845407
1,4,8,3,1,1,3,1,2,1,1,1,0.1506849315068493,0.1506849315068493,156000.0,0.78,0.26,0.78,0.22,0.52,0.47,4066.49,0.0,4066.5,0.0,0.6,0.28,0.57,0.3,0.62,0.2,0.49,0.02,4066.5,0.0,0.41,0.19,0.39,0.06,4066.55,0.0,0.65,0.19,0.57,0.3,166.88366981007752
2,4,2,2,2,4,8,2,2,1,1,1,0.1324200913242009,0.136986301369863,162000.0,0.73,0.25,0.13,0.33,0.39,0.5,1580.51,0.3,1580.51,0.01,0.52,0.24,0.55,0.21,0.69,0.25,0.64,1.0,1580.51,0.01,0.51,0.18,0.49,0.04,1580.51,0.48,0.66,0.37,0.55,0.2,143.79802421406063
2,1,4,1,2,1,2,1,1,2,1,1,0.1506849315068493,0.1506849315068493,160000.0,0.75,0.37,0.51,0.35,0.49,0.6,1420.73,0.0,1420.74,0.0,0.52,0.18,0.53,0.25,0.68,0.21,0.61,0.49,1420.74,0.0,0.42,0.12,0.48,0.03,1420.76,0.0,0.67,0.37,0.53,0.25,146.96614400706662
2,2,5,3,2,4,2,2,2,2,2,1,0.1461187214611872,0.1461187214611872,155000.0,0.68,0.15,0.68,0.29,0.43,0.5,1808.34,0.27,1808.34,0.05,0.52,0.27,0.52,0.24,0.69,0.23,0.64,1.0,1808.34,0.01,0.47,0.24,0.47,0.4,1808.35,0.47,0.64,0.37,0.52,0.23,135.73217826862376
2,4,6,4,1,2,1,1,1,1,1,1,0.1643835616438356,0.1643835616438356,164000.0,0.78,0.22,0.05,0.11,0.43,0.47,1145.31,0.05,1145.31,0.11,0.61,0.22,0.64,0.31,0.68,0.17,0.65,0.03,1145.31,0.08,0.58,0.18,0.46,0.08,1145.31,0.5,0.66,0.2,0.46,0.21,181.28317978328744
1,3,9,4,1,2,7,1,2,1,1,1,0.16027397260273973,0.16301369863013698,162000.0,0.06,0.16,0.06,0.16,0.53,0.39,3527.77,0.35,3527.77,0.08,0.51,0.12,0.28,0.18,0.65,0.23,0.5,0.42,3527.77,0.05,-0.02,0.21,0.37,0.54,3527.77,0.53,0.13,0.21,0.28,0.21,172.08311974461353
2,2,2,3,1,4,2,1,2,1,2,1,0.136986301369863,0.136986301369863,154000.0,0.73,0.24,0.12,0.29,0.43,0.48,1710.99,0.26,1710.99,0.05,0.52,0.21,0.52,0.24,0.7,0.29,0.65,1.0,1710.99,0.01,0.48,0.27,0.48,0.03,1711.0,0.47,0.64,0.41,0.34,0.16,138.5498947748066
2,4,2,3,2,4,2,2,1,2,1,1,0.136986301369863,0.136986301369863,154000.0,0.73,0.24,0.12,0.29,0.43,0.48,1710.99,0.26,1710.99,0.05,0.52,0.21,0.52,0.24,0.7,0.29,0.65,1.0,1710.99,0.01,0.48,0.27,0.48,0.03,1711.0,0.47,0.64,0.41,0.34,0.16,138.5498947748066
2,3,1,3,2,3,3,2,1,1,2,1,0.15346534653465346,0.15346534653465346,149650.0,0.74,0.18,0.74,0.35,0.45,0.68,1460.56,0.27,1460.54,0.03,0.49,0.25,0.47,0.23,0.62,0.25,0.58,0.01,1460.56,0.01,0.4,0.25,0.43,0.04,1460.55,0.47,0.65,0.38,0.47,0.25,144.79087208526036
1,4,4,4,1,4,5,1,1,2,2,1,0.1547945205479452,0.15753424657534246,156000.0,0.78,0.21,0.02,0.29,0.53,0.49,3124.97,0.31,3124.98,0.11,0.56,0.22,0.58,0.28,0.62,0.16,0.52,0.01,3124.98,0.09,0.49,0.27,0.45,0.06,3124.98,0.49,0.67,0.39,0.4,0.16,170.288465102887
2,1,6,4,1,3,4,2,1,1,2,1,0.136986301369863,0.136986301369863,165500.0,-0.06,0.27,-0.06,0.2,0.42,0.56,877.48,0.35,877.48,0.1,0.38,0.22,0.45,0.2,0.69,0.16,0.62,0.48,877.48,0.07,-0.06,0.17,0.46,0.08,877.48,0.5,0.11,0.2,0.45,0.18,178.86609046783514
1,4,8,3,2,4,7,2,1,1,2,1,0.1506849315068493,0.15205479452054796,164990.0,0.78,0.32,0.17,0.15,0.53,0.45,3137.49,0.34,3137.49,0.09,0.64,0.12,0.59,0.26,0.67,0.24,0.52,0.42,3137.49,0.08,0.52,0.19,0.4,0.5,3137.5,1.0,0.68,0.17,0.51,0.1,167.62066032601686
1,4,7,3,1,2,4,2,2,2,2,1,0.15342465753424658,0.15616438356164383,159000.0,0.8,0.24,0.05,0.13,0.52,0.59,2761.37,0.33,2761.37,0.1,0.67,0.15,0.64,0.24,0.73,0.22,0.55,0.03,2761.37,0.09,0.57,0.35,0.49,0.09,2761.37,0.51,0.65,0.2,0.41,0.16,169.6976414768533
2,3,4,3,1,4,7,1,2,1,2,1,0.1506849315068493,0.1506849315068493,176432.0,0.8,0.24,0.63,0.28,0.49,0.54,985.82,0.05,985.82,0.12,0.6,0.27,0.65,0.27,0.68,0.18,0.63,0.43,985.82,0.09,0.54,0.13,0.45,0.08,985.82,1.0,-0.03,0.17,0.65,0.25,169.17717953871758
1,2,5,1,2,4,3,1,1,1,1,1,0.15205479452054796,0.15616438356164383,152000.0,0.7,0.19,0.7,0.33,0.49,0.55,5496.03,0.3,5496.03,0.03,0.53,0.26,0.51,0.28,0.64,0.24,0.53,0.01,5496.03,0.03,0.38,0.28,0.4,0.07,5496.04,0.48,0.62,0.41,0.51,0.26,153.31064294814382
2,1,7,1,2,4,3,2,1,1,2,1,0.1324200913242009,0.1324200913242009,150700.0,0.74,0.23,0.74,0.23,0.45,0.69,1633.15,0.27,1633.15,0.04,0.46,0.23,0.44,0.24,0.63,0.26,0.58,0.01,1633.15,0.01,0.41,0.27,0.43,0.04,1633.16,0.45,0.64,0.38,0.44,0.23,143.4425467548284
2,1,3,1,1,2,3,2,1,2,2,1,0.1278538812785388,0.1232876712328767,150000.0,0.72,0.35,0.72,0.34,0.45,0.66,1647.53,0.27,1647.53,0.04,0.46,0.23,0.44,0.24,0.63,0.29,0.58,0.01,1647.53,0.02,0.41,0.27,0.43,0.04,1647.53,0.45,0.64,0.38,0.44,0.23,143.06946246874259
2,1,7,4,1,4,3,2,1,2,1,1,0.1324200913242009,0.1324200913242009,150700.0,0.74,0.23,0.74,0.22,0.45,0.69,1633.15,0.27,1633.15,0.04,0.46,0.23,0.44,0.24,0.63,0.26,0.58,0.01,1633.15,0.01,0.41,0.27,0.43,0.04,1633.16,0.45,0.64,0.38,0.44,0.23,143.4504786922296
1,2,3,2,1,1,6,2,2,2,1,1,0.15753424657534246,0.15753424657534246,164900.0,0.74,0.19,0.02,0.21,0.5,0.47,3856.16,0.0,3856.17,0.0,0.54,0.23,0.57,0.25,0.63,0.29,0.56,0.46,3856.16,0.0,0.46,0.25,0.37,0.06,3856.22,0.0,0.6,0.35,0.31,0.22,173.9510684535557
1,2,5,1,2,3,6,1,2,1,1,1,0.15205479452054796,0.1506849315068493,159000.0,0.76,0.18,0.02,0.23,0.56,0.47,3487.14,0.32,3487.11,0.09,0.59,0.23,0.5,0.32,0.67,0.24,0.56,0.48,3487.15,0.05,0.5,0.25,0.4,0.05,3487.12,0.52,0.65,0.4,0.27,0.22,164.29316620967828
1,4,3,1,1,2,2,1,1,1,1,1,0.15753424657534246,0.1547945205479452,155000.0,0.73,0.33,0.73,0.31,0.53,0.55,5302.24,0.32,5302.24,0.02,0.55,0.22,0.51,0.26,0.66,0.25,0.61,0.5,5302.24,0.01,0.43,0.22,0.4,0.04,5302.25,0.52,0.61,0.34,0.27,0.19,150.9713823424572
1,3,3,4,2,1,3,1,1,1,1,1,0.16301369863013698,0.16301369863013698,160600.0,0.75,0.2,0.75,0.33,0.52,0.52,4066.81,0.0,4066.83,0.0,0.61,0.23,0.59,0.27,0.63,0.23,0.48,0.02,4066.82,0.0,0.42,0.27,0.43,0.07,4066.88,0.0,0.65,0.41,0.59,0.27,161.53599448747775
1,2,7,2,2,2,8,1,2,2,1,1,0.15205479452054796,0.15616438356164383,158000.0,0.78,0.25,-0.0,0.11,0.48,0.58,4622.04,0.31,4622.04,0.03,0.58,0.24,0.53,0.27,0.67,0.25,0.57,0.47,4622.04,0.02,0.49,0.18,0.37,0.06,4622.05,0.51,0.66,0.16,0.38,0.18,151.7972000497658
2,2,5,3,2,1,7,2,2,1,2,1,0.1461187214611872,0.1461187214611872,165000.0,0.76,0.22,0.76,0.33,0.51,0.5,1343.44,0.0,1343.45,0.0,0.54,0.36,0.54,0.35,0.59,0.3,0.56,0.48,1343.45,0.0,0.34,0.1,0.41,0.05,1343.47,0.0,0.64,0.38,0.54,0.35,153.2367106228282
1,4,8,4,2,4,3,1,2,1,2,1,0.1506849315068493,0.15205479452054796,150000.0,0.73,0.22,0.73,0.24,0.51,0.6,5146.87,0.29,5146.87,0.03,0.53,0.22,0.51,0.28,0.63,0.24,0.53,0.01,5146.87,0.03,0.4,0.2,0.39,0.06,5146.89,0.47,0.62,0.17,0.51,0.27,150.6675931537377
1,3,5,2,1,3,4,1,2,2,2,1,0.1643835616438356,0.16575342465753426,160000.0,0.03,0.16,0.03,0.22,0.52,0.56,2893.84,0.04,2893.82,0.12,0.36,0.16,0.4,0.17,0.65,0.23,0.55,0.03,2893.85,0.09,-0.03,0.23,0.47,0.09,2893.83,0.51,0.13,0.2,0.4,0.17,193.15310133764694
2,4,9,1,2,2,2,2,1,2,2,1,0.1415525114155251,0.1415525114155251,154000.0,0.73,0.25,0.1,0.22,0.46,0.46,1686.78,0.29,1686.78,0.03,0.52,0.26,0.52,0.24,0.7,0.29,0.63,1.0,1686.78,0.02,0.5,0.29,0.49,0.04,1686.79,0.46,0.67,0.15,0.52,0.24,137.89559783176878
2,3,8,1,2,1,3,1,1,2,1,1,0.1324200913242009,0.1324200913242009,163000.0,0.8,0.27,0.8,0.28,0.51,0.54,1295.05,0.0,1295.06,0.0,0.59,0.26,0.57,0.26,0.61,0.27,0.56,0.48,1295.06,0.0,0.34,0.26,0.43,0.04,1295.07,0.0,0.66,0.38,0.57,0.26,153.25475374734563
2,3,6,4,1,2,8,2,2,1,1,1,0.136986301369863,0.136986301369863,163990.0,0.77,0.25,0.77,0.27,0.5,0.63,1427.42,0.3,1427.42,0.07,0.56,0.23,0.53,0.23,0.66,0.2,0.58,0.45,1427.42,0.03,0.43,0.14,0.47,0.03,1427.43,0.5,0.66,0.35,0.53,0.23,149.16685621370337
1,1,2,3,1,4,8,2,1,1,2,1,0.1589041095890411,0.16027397260273973,165000.0,0.12,0.18,0.12,0.22,0.52,0.5,3304.18,0.35,3304.18,0.09,0.48,0.12,0.45,0.14,0.65,0.24,0.5,0.44,3304.18,0.08,-0.0,0.2,0.4,0.53,3304.19,1.0,0.11,0.21,0.45,0.14,177.54188889691463
1,3,7,1,2,1,2,2,2,1,2,1,0.15205479452054796,0.15205479452054796,154000.0,0.09,0.27,0.09,0.22,0.55,0.49,4805.95,0.0,4805.96,0.0,0.41,0.21,0.51,0.27,0.63,0.23,0.53,0.01,4805.96,0.0,-0.04,0.15,0.4,0.05,4806.03,0.0,0.04,0.15,0.51,0.27,162.48092030861795
2,4,2,2,2,5,7,1,1,2,1,1,0.1324200913242009,0.1415525114155251,163000.0,0.74,0.25,0.11,0.33,0.45,0.55,1630.91,0.32,1630.91,0.03,0.51,0.24,0.53,0.22,0.68,0.25,0.65,1.0,1630.91,0.01,0.47,0.28,0.48,0.03,1630.91,0.49,0.67,0.38,0.31,0.14,142.48681315913643
1,4,6,2,1,3,8,1,2,1,2,1,0.1547945205479452,0.15616438356164383,160200.0,0.75,0.25,0.13,0.24,0.56,0.64,4951.85,0.33,4951.81,0.04,0.56,0.2,0.44,0.32,0.67,0.25,0.61,0.48,4951.86,0.02,0.48,0.27,0.38,0.05,4951.83,1.0,0.65,0.13,0.19,0.27,153.50368002621335
2,3,7,3,1,4,7,2,1,2,1,1,0.1324200913242009,0.1324200913242009,176432.0,0.0,0.19,0.0,0.15,0.49,0.54,985.82,0.05,985.82,0.12,0.6,0.27,0.65,0.27,0.68,0.18,0.63,0.43,985.82,0.09,0.54,0.13,0.45,0.08,985.82,1.0,-0.03,0.17,0.65,0.25,177.01416048471256
