missing_value,normalization,outlier,fselection,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
3,1,2,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.73,0.18,0.6,0.39,0.53,0.63,5123.86,0.0,5123.87,0.0,0.58,0.18,0.55,0.21,0.74,0.2,0.62,0.01,5123.87,0.0,0.52,0.23,0.41,0.05,5123.94,0.0,0.67,0.1,0.64,0.18,154.6111577282968
3,1,3,1,1,0.1684931506849315,0.1684931506849315,159000.0,0.78,0.22,0.6,0.42,0.55,0.62,4638.67,0.0,4638.68,0.0,0.63,0.22,0.59,0.27,0.72,0.22,0.59,0.02,4638.68,0.0,0.52,0.27,0.46,0.55,4638.74,0.0,0.68,0.44,0.66,0.29,160.38544166407246
3,1,4,1,1,0.1684931506849315,0.1684931506849315,165375.0,0.79,0.25,0.57,0.34,0.51,0.57,2727.66,0.0,2727.66,0.0,0.68,0.2,0.65,0.2,0.77,0.17,0.58,0.02,2727.66,0.0,0.56,0.17,0.48,0.08,2727.69,0.0,0.66,0.2,0.65,0.23,181.34846090078412
3,1,5,1,1,0.1684931506849315,0.1684931506849315,165000.0,0.79,0.24,0.57,0.32,0.54,0.58,3314.35,0.0,3314.36,0.0,0.67,0.23,0.63,0.21,0.74,0.25,0.61,0.02,3314.36,0.0,0.58,0.16,0.47,0.08,3314.39,0.0,0.68,0.17,0.71,0.26,169.57411968708738
3,1,6,1,1,0.1684931506849315,0.1684931506849315,167250.0,0.8,0.24,0.59,0.32,0.56,0.59,3769.39,0.0,3769.4,0.0,0.64,0.2,0.61,0.33,0.75,0.19,0.62,0.02,3769.4,0.0,0.56,0.15,0.46,0.07,3769.44,0.0,0.68,0.18,0.72,0.26,162.66117820644956
3,1,7,1,1,0.1684931506849315,0.1684931506849315,173000.0,0.79,0.22,0.58,0.32,0.56,0.56,3941.63,0.0,3941.64,0.0,0.63,0.16,0.6,0.29,0.74,0.28,0.61,0.02,3941.64,0.0,0.55,0.15,0.45,0.08,3941.69,0.0,0.69,0.16,0.72,0.24,163.68225301815468
3,1,8,1,1,0.1684931506849315,0.1684931506849315,172500.0,0.77,0.21,0.57,0.32,0.55,0.61,4287.66,0.0,4287.67,0.0,0.6,0.21,0.6,0.29,0.73,0.29,0.61,0.02,4287.67,0.0,0.53,0.15,0.45,0.08,4287.72,0.0,0.67,0.15,0.7,0.19,162.05499457876607
3,2,1,1,1,0.1684931506849315,0.1684931506849315,163500.0,0.78,0.24,0.55,0.44,0.51,0.6,3575.89,0.05,3575.89,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.89,0.1,0.56,0.17,0.48,0.08,3575.89,0.28,0.65,0.2,0.64,0.26,186.47379350062582
3,2,2,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.73,0.18,0.6,0.39,0.53,0.63,5124.01,0.37,5124.01,0.06,0.58,0.18,0.55,0.21,0.74,0.2,0.62,0.01,5124.0,0.02,0.52,0.23,0.41,0.05,5124.02,0.19,0.67,0.1,0.64,0.18,154.61115772829683
3,2,3,1,1,0.1684931506849315,0.1684931506849315,154000.0,0.73,0.17,0.57,0.36,0.52,0.61,5555.65,0.32,5555.64,0.05,0.55,0.26,0.5,0.22,0.73,0.17,0.6,0.01,5555.64,0.03,0.5,0.26,0.43,0.06,5555.65,0.23,0.64,0.13,0.62,0.23,151.67586750382426
3,2,4,1,1,0.1684931506849315,0.1684931506849315,162900.0,0.76,0.23,0.53,0.38,0.48,0.58,2855.51,0.05,2855.51,0.13,0.66,0.2,0.62,0.15,0.73,0.16,0.6,0.02,2855.51,0.1,0.53,0.15,0.47,0.52,2855.51,0.28,0.66,0.46,0.65,0.24,188.0503258070768
3,2,5,1,1,0.1684931506849315,0.1684931506849315,160500.0,0.79,0.22,0.55,0.38,0.51,0.61,2780.72,0.04,2780.72,0.13,0.68,0.23,0.65,0.23,0.77,0.14,0.61,0.47,2780.72,0.09,0.55,0.15,0.47,0.51,2780.72,0.27,0.68,0.47,0.68,0.26,175.42584147759274
3,2,6,1,1,0.1684931506849315,0.1684931506849315,168250.0,0.8,0.22,0.59,0.36,0.52,0.59,3447.63,0.04,3447.63,0.11,0.66,0.18,0.63,0.24,0.74,0.19,0.58,0.44,3447.62,0.07,0.55,0.13,0.47,0.49,3447.63,0.27,0.7,0.43,0.7,0.27,168.04371269437735
3,2,7,1,1,0.1684931506849315,0.1684931506849315,172750.0,0.79,0.21,0.6,0.38,0.53,0.63,3502.85,0.04,3502.85,0.09,0.67,0.26,0.65,0.22,0.75,0.2,0.6,0.43,3502.85,0.06,0.59,0.12,0.46,0.5,3502.85,0.24,0.72,0.43,0.69,0.21,168.48468361750173
3,2,8,1,1,0.1684931506849315,0.1684931506849315,173250.0,0.79,0.21,0.61,0.35,0.53,0.6,3519.96,0.04,3519.96,0.1,0.68,0.21,0.65,0.23,0.76,0.21,0.61,0.01,3519.95,0.06,0.62,0.26,0.45,0.5,3519.96,0.24,0.72,0.43,0.7,0.2,167.9470248714614
3,3,1,1,1,0.1684931506849315,0.1684931506849315,163500.0,0.78,0.24,0.55,0.44,0.51,0.6,3575.9,0.05,3575.87,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.87,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,186.47379350062582
3,3,2,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.73,0.18,0.6,0.39,0.53,0.63,5124.04,0.37,5123.99,0.06,0.58,0.18,0.55,0.21,0.74,0.2,0.62,0.01,5123.99,0.02,0.52,0.23,0.41,0.05,5124.0,0.19,0.67,0.1,0.64,0.18,154.61115772829683
3,3,3,1,1,0.1684931506849315,0.1684931506849315,154000.0,0.73,0.17,0.57,0.36,0.52,0.61,5555.68,0.32,5555.62,0.05,0.55,0.26,0.5,0.22,0.73,0.17,0.6,0.01,5555.62,0.03,0.5,0.26,0.43,0.06,5555.63,0.23,0.64,0.13,0.62,0.23,151.67586750382426
3,3,4,1,1,0.1684931506849315,0.1684931506849315,164500.0,0.77,0.23,0.54,0.36,0.49,0.59,2886.59,0.05,2886.56,0.13,0.67,0.15,0.63,0.15,0.73,0.18,0.59,0.02,2886.56,0.1,0.54,0.15,0.47,0.52,2886.56,0.29,0.67,0.45,0.65,0.24,187.56617744543465
3,3,5,1,1,0.1684931506849315,0.1684931506849315,162450.0,0.8,0.23,0.58,0.36,0.53,0.57,3154.87,0.04,3154.85,0.14,0.68,0.19,0.63,0.2,0.74,0.17,0.58,0.47,3154.84,0.09,0.57,0.14,0.47,0.53,3154.85,0.28,0.7,0.47,0.71,0.29,170.28548926589383
3,3,6,1,1,0.1684931506849315,0.1684931506849315,169995.0,0.8,0.23,0.59,0.3,0.53,0.54,3342.99,0.04,3342.96,0.12,0.67,0.16,0.63,0.19,0.74,0.22,0.57,0.01,3342.96,0.08,0.56,0.13,0.47,0.5,3342.96,0.29,0.71,0.44,0.71,0.24,169.90016527676826
3,3,7,1,1,0.1684931506849315,0.1684931506849315,171000.0,0.79,0.22,0.6,0.34,0.54,0.56,3393.27,0.41,3393.24,0.1,0.68,0.15,0.65,0.18,0.75,0.2,0.6,0.01,3393.24,0.06,0.61,0.12,0.47,0.51,3393.24,0.27,0.72,0.44,0.71,0.23,168.27844165849524
3,3,8,1,1,0.1684931506849315,0.1684931506849315,171500.0,0.79,0.21,0.6,0.35,0.53,0.54,3493.35,0.4,3493.32,0.09,0.67,0.25,0.65,0.27,0.75,0.25,0.6,0.01,3493.32,0.06,0.61,0.26,0.46,0.51,3493.32,0.24,0.72,0.43,0.7,0.18,168.0291515700162
3,4,1,1,1,0.1684931506849315,0.1684931506849315,163500.0,0.78,0.24,3575.85,0.05,3575.86,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.85,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,187.23552536977513,,,,
3,4,2,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.73,0.18,5123.96,0.37,5123.98,0.06,0.58,0.18,0.55,0.21,0.62,0.01,5123.97,0.02,0.52,0.23,0.41,0.05,5123.99,0.19,0.67,0.1,0.64,0.18,163.8271230268079,,,,,,
3,4,3,1,1,0.1684931506849315,0.1684931506849315,154000.0,0.73,0.17,5628.95,0.32,5628.97,0.05,0.54,0.26,0.5,0.22,0.59,0.01,5628.96,0.02,0.5,0.26,0.44,0.07,5628.98,0.23,0.64,0.13,0.62,0.25,160.35903474771388,,,,,,
3,4,4,1,1,0.1684931506849315,0.1684931506849315,165000.0,0.77,0.24,2862.42,0.05,2862.43,0.13,0.65,0.21,0.62,0.17,0.74,0.15,0.6,0.03,2862.42,0.11,0.55,0.17,0.48,0.08,2862.43,0.28,0.66,0.19,0.66,0.24,188.06713471129314,,,,
3,4,5,1,1,0.1684931506849315,0.1684931506849315,165000.0,0.78,0.23,2819.84,0.04,2819.85,0.13,0.68,0.19,0.65,0.2,0.77,0.15,0.59,0.01,2819.84,0.11,0.57,0.15,0.49,0.53,2819.85,0.29,0.68,0.46,0.68,0.26,179.1645960019894,,,,
3,4,6,1,1,0.1684931506849315,0.1684931506849315,166075.0,0.8,0.24,2947.94,0.04,2947.95,0.13,0.68,0.19,0.65,0.21,0.76,0.18,0.6,0.46,2947.94,0.1,0.56,0.14,0.5,0.51,2947.96,0.28,0.7,0.47,0.7,0.24,177.51004620267966,,,,
3,4,7,1,1,0.1684931506849315,0.1684931506849315,168750.0,0.78,0.24,2850.58,0.38,2850.59,0.12,0.67,0.17,0.64,0.16,0.75,0.14,0.61,0.45,2850.58,0.08,0.57,0.14,0.48,0.49,2850.6,0.29,0.68,0.45,0.67,0.24,190.30676759568226,,,,
3,4,8,1,1,0.1684931506849315,0.1684931506849315,175000.0,0.77,0.22,3088.73,0.04,3088.74,0.11,0.66,0.16,0.64,0.17,0.75,0.15,0.6,0.42,3088.73,0.07,0.57,0.13,0.44,0.49,3088.74,0.27,0.67,0.41,0.65,0.23,189.27804951862785,,,,
3,5,1,1,1,0.1684931506849315,0.1684931506849315,163500.0,0.78,0.24,0.55,0.44,0.51,0.6,3575.85,0.05,3575.86,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.85,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,186.47379350062582
3,5,2,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.73,0.18,0.6,0.39,0.53,0.63,5123.96,0.37,5123.98,0.06,0.58,0.18,0.55,0.21,0.62,0.01,5123.97,0.02,0.52,0.23,0.41,0.05,5123.99,0.19,0.67,0.1,0.64,0.18,162.92312608720704,,
3,5,3,1,1,0.1684931506849315,0.1684931506849315,154000.0,0.73,0.17,0.57,0.39,0.51,0.69,5628.95,0.32,5628.97,0.05,0.54,0.26,0.5,0.22,0.59,0.01,5628.96,0.02,0.5,0.26,0.44,0.07,5628.98,0.23,0.64,0.13,0.62,0.25,158.52627932624316,,
3,5,4,1,1,0.1684931506849315,0.1684931506849315,160000.0,0.77,0.24,0.55,0.35,0.5,0.57,2843.31,0.04,2843.32,0.12,0.65,0.21,0.62,0.17,0.74,0.15,0.61,0.03,2843.31,0.1,0.56,0.16,0.46,0.08,2843.32,0.27,0.66,0.46,0.65,0.24,188.69928313044085
3,5,5,1,1,0.1684931506849315,0.1684931506849315,160500.0,0.78,0.24,0.56,0.39,0.49,0.59,2711.85,0.04,2711.86,0.13,0.69,0.2,0.66,0.22,0.78,0.17,0.61,0.48,2711.86,0.1,0.58,0.15,0.49,0.52,2711.87,0.29,0.69,0.47,0.69,0.26,177.06318917538096
3,5,6,1,1,0.1684931506849315,0.1684931506849315,165000.0,0.8,0.24,0.62,0.44,0.54,0.57,3186.28,0.04,3186.29,0.12,0.69,0.22,0.66,0.24,0.75,0.15,0.61,0.46,3186.28,0.1,0.58,0.14,0.47,0.5,3186.29,0.29,0.72,0.46,0.71,0.25,169.63864183926873
3,5,7,1,1,0.1684931506849315,0.1684931506849315,171500.0,0.79,0.22,0.57,0.32,0.47,0.51,2900.77,0.41,2900.77,0.11,0.69,0.18,0.67,0.22,0.8,0.15,0.63,0.01,2900.77,0.08,0.61,0.13,0.47,0.49,2900.78,0.26,0.71,0.45,0.69,0.21,176.7776560491099
3,5,8,1,1,0.1684931506849315,0.1684931506849315,172450.0,0.78,0.22,0.57,0.31,0.47,0.53,2987.12,0.41,2987.13,0.11,0.67,0.15,0.65,0.14,0.76,0.16,0.61,0.02,2987.13,0.06,0.61,0.13,0.46,0.49,2987.14,0.24,0.71,0.44,0.68,0.2,187.5224773560847
4,1,1,1,1,0.1780821917808219,0.1780821917808219,163500.0,0.76,0.24,0.55,0.44,0.51,0.6,3575.79,0.0,3575.8,0.0,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.79,0.0,0.56,0.17,0.48,0.08,3575.83,0.0,0.65,0.2,0.64,0.26,186.72395021665423
4,1,2,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.72,0.17,0.6,0.41,0.54,0.63,5385.39,0.0,5385.41,0.0,0.58,0.16,0.54,0.23,0.73,0.28,0.63,0.01,5385.4,0.0,0.5,0.23,0.41,0.06,5385.48,0.0,0.66,0.09,0.64,0.2,153.51397914355934
4,1,3,1,1,0.1780821917808219,0.1780821917808219,159000.0,0.77,0.22,0.6,0.42,0.55,0.62,4638.67,0.0,4638.68,0.0,0.63,0.22,0.59,0.27,0.72,0.22,0.59,0.02,4638.68,0.0,0.52,0.27,0.46,0.55,4638.74,0.0,0.68,0.44,0.66,0.29,160.6155444637828
4,1,4,1,1,0.1780821917808219,0.1780821917808219,165375.0,0.78,0.25,0.57,0.34,0.51,0.57,2727.66,0.0,2727.66,0.0,0.68,0.2,0.65,0.2,0.77,0.17,0.58,0.02,2727.66,0.0,0.56,0.17,0.48,0.08,2727.69,0.0,0.66,0.2,0.65,0.23,181.5241443518116
4,1,5,1,1,0.1780821917808219,0.1780821917808219,165000.0,0.77,0.24,0.57,0.32,0.54,0.58,3314.35,0.0,3314.36,0.0,0.67,0.23,0.63,0.21,0.74,0.25,0.61,0.02,3314.36,0.0,0.58,0.16,0.47,0.08,3314.39,0.0,0.68,0.17,0.71,0.26,169.79321427758595
4,1,6,1,1,0.1780821917808219,0.1780821917808219,167250.0,0.78,0.24,0.59,0.32,0.56,0.59,3769.39,0.0,3769.4,0.0,0.64,0.2,0.61,0.33,0.75,0.19,0.62,0.02,3769.4,0.0,0.56,0.15,0.46,0.07,3769.44,0.0,0.68,0.18,0.72,0.26,163.009467500333
4,1,7,1,1,0.1780821917808219,0.1780821917808219,173000.0,0.77,0.22,0.58,0.32,0.56,0.56,3941.63,0.0,3941.64,0.0,0.63,0.16,0.6,0.29,0.74,0.28,0.61,0.02,3941.64,0.0,0.55,0.15,0.45,0.08,3941.69,0.0,0.69,0.16,0.72,0.24,164.02093650460054
4,1,8,1,1,0.1780821917808219,0.1780821917808219,172500.0,0.75,0.21,0.57,0.32,0.55,0.61,4287.66,0.0,4287.67,0.0,0.6,0.21,0.6,0.29,0.73,0.29,0.61,0.02,4287.67,0.0,0.53,0.15,0.45,0.08,4287.72,0.0,0.67,0.15,0.7,0.19,162.36090950340989
4,2,1,1,1,0.1780821917808219,0.1780821917808219,163500.0,0.76,0.24,0.55,0.44,0.51,0.6,3575.89,0.05,3575.89,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.89,0.1,0.56,0.17,0.48,0.08,3575.89,0.28,0.65,0.2,0.64,0.26,186.72395021665426
4,2,2,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.72,0.17,0.6,0.41,0.54,0.63,5385.55,0.36,5385.55,0.07,0.58,0.16,0.54,0.23,0.73,0.28,0.63,0.01,5385.54,0.02,0.5,0.23,0.41,0.06,5385.56,0.2,0.66,0.09,0.64,0.2,153.51397914355934
4,2,3,1,1,0.1780821917808219,0.1780821917808219,154000.0,0.71,0.17,0.57,0.39,0.51,0.69,5629.0,0.32,5629.0,0.05,0.54,0.26,0.5,0.22,0.72,0.18,0.59,0.01,5629.0,0.02,0.5,0.26,0.44,0.07,5629.01,0.23,0.64,0.13,0.62,0.25,152.02361563831008
4,2,4,1,1,0.1780821917808219,0.1780821917808219,162450.0,0.75,0.22,0.53,0.36,0.48,0.59,2888.34,0.05,2888.34,0.13,0.65,0.18,0.61,0.19,0.73,0.16,0.6,0.02,2888.34,0.1,0.53,0.15,0.47,0.52,2888.34,0.28,0.66,0.47,0.65,0.26,188.6223161119507
4,2,5,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.78,0.22,0.56,0.37,0.5,0.59,2732.08,0.04,2732.08,0.13,0.68,0.21,0.64,0.25,0.77,0.19,0.61,0.47,2732.08,0.09,0.56,0.16,0.48,0.51,2732.08,0.28,0.68,0.48,0.69,0.3,173.90558237124168
4,2,6,1,1,0.1780821917808219,0.1780821917808219,170000.0,0.78,0.22,0.58,0.32,0.51,0.54,3430.27,0.04,3430.27,0.11,0.66,0.21,0.63,0.27,0.75,0.22,0.58,0.43,3430.27,0.07,0.57,0.13,0.45,0.49,3430.27,0.26,0.69,0.43,0.69,0.23,169.15166215611802
4,2,7,1,1,0.1780821917808219,0.1780821917808219,173250.0,0.77,0.21,0.6,0.32,0.52,0.56,3539.4,0.04,3539.4,0.1,0.67,0.2,0.65,0.2,0.74,0.2,0.59,0.42,3539.39,0.06,0.57,0.12,0.46,0.5,3539.4,0.25,0.71,0.43,0.69,0.19,169.26859617115454
4,2,8,1,1,0.1780821917808219,0.1780821917808219,172750.0,0.77,0.21,0.6,0.35,0.52,0.57,3536.22,0.04,3536.22,0.1,0.68,0.26,0.65,0.21,0.76,0.21,0.61,0.01,3536.22,0.06,0.61,0.12,0.45,0.49,3536.22,0.24,0.72,0.43,0.69,0.21,168.4677884538602
4,3,1,1,1,0.1780821917808219,0.1780821917808219,163500.0,0.76,0.24,0.55,0.44,0.51,0.6,3575.9,0.05,3575.87,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.87,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,186.72395021665423
4,3,2,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.72,0.17,0.6,0.41,0.54,0.63,5385.58,0.36,5385.53,0.07,0.58,0.16,0.54,0.23,0.73,0.28,0.63,0.01,5385.53,0.02,0.5,0.23,0.41,0.06,5385.54,0.2,0.66,0.09,0.64,0.2,153.51397914355934
4,3,3,1,1,0.1780821917808219,0.1780821917808219,154000.0,0.72,0.17,0.57,0.36,0.52,0.61,5555.68,0.32,5555.62,0.05,0.55,0.26,0.5,0.22,0.73,0.17,0.6,0.01,5555.62,0.03,0.5,0.26,0.43,0.06,5555.63,0.23,0.64,0.13,0.62,0.23,151.9274225603519
4,3,4,1,1,0.1780821917808219,0.1780821917808219,164500.0,0.76,0.23,0.54,0.41,0.48,0.6,2912.01,0.05,2911.98,0.13,0.66,0.18,0.62,0.16,0.74,0.17,0.6,0.02,2911.98,0.1,0.55,0.15,0.48,0.51,2911.98,0.29,0.66,0.45,0.65,0.24,187.08529594797415
4,3,5,1,1,0.1780821917808219,0.1780821917808219,162900.0,0.79,0.23,0.58,0.4,0.53,0.53,3173.21,0.04,3173.18,0.13,0.67,0.14,0.63,0.17,0.74,0.16,0.57,0.02,3173.18,0.09,0.56,0.15,0.48,0.52,3173.18,0.29,0.7,0.47,0.71,0.27,167.87821782706203
4,3,6,1,1,0.1780821917808219,0.1780821917808219,170500.0,0.78,0.23,0.59,0.36,0.53,0.53,3358.19,0.04,3358.16,0.13,0.67,0.15,0.63,0.2,0.75,0.22,0.57,0.01,3358.16,0.08,0.56,0.12,0.46,0.5,3358.16,0.29,0.71,0.43,0.71,0.26,169.98705272120802
4,3,7,1,1,0.1780821917808219,0.1780821917808219,171000.0,0.78,0.22,0.6,0.34,0.53,0.55,3411.49,0.41,3411.46,0.1,0.68,0.2,0.65,0.2,0.75,0.17,0.6,0.01,3411.46,0.06,0.59,0.12,0.46,0.51,3411.47,0.27,0.72,0.43,0.7,0.21,168.86990297040157
4,3,8,1,1,0.1780821917808219,0.1780821917808219,172450.0,0.77,0.21,0.6,0.33,0.54,0.54,3500.37,0.41,3500.34,0.09,0.67,0.2,0.64,0.2,0.76,0.26,0.6,0.01,3500.33,0.06,0.61,0.12,0.46,0.51,3500.34,0.24,0.72,0.43,0.69,0.22,169.3219689456251
4,4,1,1,1,0.1780821917808219,0.1780821917808219,163500.0,0.76,0.24,3575.85,0.05,3575.86,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.85,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,187.5903898065626,,,,
4,4,2,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.72,0.17,5385.5,0.36,5385.52,0.07,0.58,0.16,0.54,0.23,0.63,0.01,5385.51,0.02,0.5,0.23,0.41,0.06,5385.53,0.2,0.66,0.09,0.64,0.2,161.476058258191,,,,,,
4,4,3,1,1,0.1780821917808219,0.1780821917808219,154000.0,0.71,0.17,5628.95,0.32,5628.97,0.05,0.54,0.26,0.5,0.22,0.59,0.01,5628.96,0.02,0.5,0.26,0.44,0.07,5628.98,0.23,0.64,0.13,0.62,0.25,160.97410815714267,,,,,,
4,4,4,1,1,0.1780821917808219,0.1780821917808219,167750.0,0.77,0.24,2846.33,0.05,2846.34,0.13,0.65,0.14,0.62,0.14,0.74,0.15,0.59,0.03,2846.33,0.11,0.56,0.17,0.48,0.08,2846.34,0.29,0.66,0.45,0.65,0.25,188.05347878567653,,,,
4,4,5,1,1,0.1780821917808219,0.1780821917808219,166075.0,0.76,0.24,2792.83,0.04,2792.84,0.13,0.68,0.2,0.65,0.23,0.77,0.17,0.59,0.02,2792.83,0.11,0.57,0.16,0.49,0.08,2792.84,0.29,0.68,0.46,0.69,0.26,179.70578024806397,,,,
4,4,6,1,1,0.1780821917808219,0.1780821917808219,168500.0,0.78,0.25,2949.25,0.04,2949.26,0.13,0.68,0.21,0.65,0.18,0.76,0.18,0.6,0.45,2949.25,0.1,0.57,0.14,0.5,0.5,2949.27,0.28,0.7,0.46,0.7,0.24,178.34123987373715,,,,
4,4,7,1,1,0.1780821917808219,0.1780821917808219,171000.0,0.76,0.24,2869.68,0.39,2869.69,0.12,0.67,0.15,0.64,0.18,0.75,0.15,0.61,0.44,2869.68,0.08,0.57,0.13,0.48,0.49,2869.69,0.29,0.68,0.44,0.67,0.24,191.13560393474782,,,,
4,4,8,1,1,0.1780821917808219,0.1780821917808219,175000.0,0.75,0.22,3099.74,0.04,3099.75,0.11,0.66,0.15,0.64,0.16,0.74,0.19,0.6,0.42,3099.74,0.07,0.56,0.13,0.44,0.48,3099.75,0.27,0.67,0.41,0.65,0.22,190.28084539462816,,,,
4,5,1,1,1,0.1780821917808219,0.1780821917808219,163500.0,0.76,0.24,0.55,0.44,0.51,0.6,3575.85,0.05,3575.86,0.14,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.85,0.1,0.56,0.17,0.48,0.08,3575.87,0.28,0.65,0.2,0.64,0.26,186.72395021665423
4,5,2,1,1,0.1780821917808219,0.1780821917808219,159975.0,0.72,0.17,0.6,0.41,0.54,0.63,5385.5,0.36,5385.52,0.07,0.58,0.16,0.54,0.23,0.63,0.01,5385.51,0.02,0.5,0.23,0.41,0.06,5385.53,0.2,0.66,0.09,0.64,0.2,160.32935492784873,,
4,5,3,1,1,0.1780821917808219,0.1780821917808219,154000.0,0.71,0.17,0.57,0.39,0.51,0.69,5628.95,0.32,5628.97,0.05,0.54,0.26,0.5,0.22,0.59,0.01,5628.96,0.02,0.5,0.26,0.44,0.07,5628.98,0.23,0.64,0.13,0.62,0.25,158.9339253921462,,
4,5,4,1,1,0.1780821917808219,0.1780821917808219,161750.0,0.76,0.25,0.55,0.38,0.49,0.58,2825.64,0.04,2825.65,0.13,0.65,0.18,0.61,0.13,0.74,0.14,0.6,0.03,2825.64,0.1,0.57,0.16,0.46,0.08,2825.65,0.28,0.66,0.46,0.65,0.24,188.51826035500866
4,5,5,1,1,0.1780821917808219,0.1780821917808219,160000.0,0.77,0.24,0.56,0.33,0.49,0.58,2679.56,0.04,2679.57,0.14,0.69,0.22,0.66,0.17,0.78,0.16,0.61,0.48,2679.57,0.1,0.58,0.14,0.5,0.07,2679.58,0.3,0.69,0.47,0.69,0.27,177.59229619856018
4,5,6,1,1,0.1780821917808219,0.1780821917808219,168250.0,0.78,0.24,0.6,0.4,0.52,0.56,2971.51,0.04,2971.52,0.13,0.68,0.21,0.66,0.19,0.77,0.15,0.61,0.45,2971.51,0.1,0.59,0.13,0.48,0.49,2971.52,0.3,0.71,0.46,0.7,0.26,174.2224521805316
4,5,7,1,1,0.1780821917808219,0.1780821917808219,172200.0,0.77,0.23,0.57,0.33,0.48,0.48,2918.3,0.4,2918.31,0.11,0.69,0.2,0.67,0.19,0.8,0.15,0.63,0.01,2918.3,0.07,0.61,0.13,0.47,0.49,2918.32,0.27,0.7,0.45,0.68,0.23,176.29471165994562
4,5,8,1,1,0.1780821917808219,0.1780821917808219,172200.0,0.76,0.22,0.57,0.36,0.47,0.55,2984.52,0.41,2984.53,0.11,0.67,0.17,0.65,0.19,0.76,0.15,0.61,0.02,2984.52,0.06,0.61,0.13,0.46,0.49,2984.54,0.24,0.71,0.44,0.68,0.19,187.88505090265693
5,1,1,1,1,0.1726027397260274,0.1726027397260274,163500.0,0.8,0.27,0.55,0.44,0.51,0.6,3575.79,0.0,3575.8,0.0,0.65,0.19,0.62,0.18,0.74,0.16,0.59,0.03,3575.79,0.0,0.56,0.17,0.48,0.08,3575.83,0.0,0.65,0.2,0.64,0.26,186.60805441247578
5,1,2,1,1,0.1726027397260274,0.1726027397260274,159250.0,0.78,0.2,0.61,0.32,0.54,0.63,5299.35,0.0,5299.36,0.0,0.58,0.15,0.55,0.23,0.73,0.24,0.62,0.01,5299.35,0.0,0.5,0.23,0.41,0.05,5299.43,0.0,0.65,0.1,0.63,0.21,155.41586814323833
5,1,3,1,1,0.1726027397260274,0.1726027397260274,159000.0,0.81,0.24,0.6,0.42,0.55,0.62,4638.67,0.0,4638.68,0.0,0.63,0.22,0.59,0.27,0.72,0.22,0.59,0.02,4638.68,0.0,0.52,0.27,0.46,0.55,4638.74,0.0,0.68,0.44,0.66,0.29,160.2938178233266
5,1,4,1,1,0.1726027397260274,0.1726027397260274,165375.0,0.81,0.28,0.57,0.34,0.51,0.57,2727.66,0.0,2727.66,0.0,0.68,0.2,0.65,0.2,0.77,0.17,0.58,0.02,2727.66,0.0,0.56,0.17,0.48,0.08,2727.69,0.0,0.66,0.2,0.65,0.23,181.81594775041552
5,1,5,1,1,0.1726027397260274,0.1726027397260274,165000.0,0.81,0.27,0.57,0.32,0.54,0.58,3314.35,0.0,3314.36,0.0,0.67,0.23,0.63,0.21,0.74,0.25,0.61,0.02,3314.36,0.0,0.58,0.16,0.47,0.08,3314.39,0.0,0.68,0.17,0.71,0.26,169.88118151647626
