sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
2.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1552511415525114,0.1552511415525114,145000.0,0.71,0.16,0.71,0.34,0.53,0.57,1255.1,0.28,1255.1,0.01,0.33,0.31,0.36,0.29,0.72,0.15,0.61,0.01,1255.1,0.37,0.52,0.23,0.43,0.05,1255.11,0.53,0.64,0.12,0.36,0.29,154.015151377734
1.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1547945205479452,0.1630136986301369,159500.0,0.77,0.27,0.0,0.17,0.54,0.58,4913.28,0.36,4913.28,0.08,0.57,0.18,0.51,0.23,0.72,0.22,0.6,0.01,4913.27,0.02,0.53,0.16,0.45,0.06,4913.29,0.22,0.66,0.16,0.34,0.14,158.63018776040266
1.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,0.1465753424657534,0.1465753424657534,165375.0,0.78,0.22,-0.0,0.24,0.54,0.6,3991.46,0.0,3991.47,0.0,0.6,0.19,0.57,0.23,0.71,0.3,0.58,0.02,3991.47,0.0,0.51,0.19,0.46,0.08,3991.51,0.0,0.64,0.22,0.29,0.21,164.8379539787737
2.0,4.0,8.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1461187214611872,0.1506849315068493,148000.0,0.73,0.22,0.06,0.23,0.56,0.58,1492.29,0.33,1492.29,0.06,0.45,0.21,0.46,0.25,0.71,0.31,0.67,0.01,1492.29,0.02,0.52,0.26,0.4,0.03,1492.29,0.23,0.68,0.17,0.34,0.14,160.53115981916213
1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.165983606557377,0.165983606557377,157450.0,0.75,0.18,0.75,0.25,0.52,0.57,3593.92,0.35,3593.89,0.04,0.52,0.24,0.51,0.22,0.74,0.21,0.64,0.01,3593.93,0.01,0.57,0.23,0.43,0.07,3593.9,0.21,0.66,0.13,0.51,0.27,156.5799359394995
2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.1835443037974683,0.1835443037974683,146500.0,0.79,0.2,0.79,0.26,0.54,0.63,1013.38,0.0,1013.38,0.0,0.46,0.26,0.44,0.29,0.74,0.18,0.58,0.01,1013.38,0.0,0.59,0.25,0.44,0.05,1013.4,0.0,0.72,0.16,0.44,0.29,153.91182294643576
2.0,4.0,9.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.1598173515981735,0.1506849315068493,145500.0,0.73,0.17,0.73,0.27,0.54,0.61,1329.02,0.31,1329.03,0.02,0.41,0.29,0.42,0.31,0.72,0.17,0.62,0.01,1329.02,0.38,0.54,0.26,0.38,0.05,1329.03,0.24,0.66,0.15,0.42,0.31,156.57435418653924
1.0,2.0,4.0,4.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,0.1671232876712328,0.1657534246575342,165000.0,0.74,0.19,0.01,0.29,0.5,0.62,3817.55,0.38,3817.55,0.09,0.63,0.2,0.63,0.2,0.7,0.19,0.58,0.01,3817.55,0.04,0.54,0.26,0.44,0.52,3817.56,0.24,0.68,0.4,0.54,0.14,164.21901016718962
2.0,4.0,8.0,2.0,1.0,5.0,8.0,2.0,2.0,1.0,2.0,1.0,0.1461187214611872,0.1415525114155251,149000.0,0.74,0.23,0.05,0.23,0.54,0.55,1432.37,0.34,1432.37,0.06,0.44,0.21,0.46,0.26,0.76,0.19,0.65,0.01,1432.37,0.02,0.57,0.26,0.42,0.03,1432.37,0.23,0.7,0.17,0.33,0.14,162.21722122666628
1.0,4.0,6.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.1547945205479452,0.1547945205479452,154250.0,0.75,0.25,0.75,0.25,0.52,0.53,4854.8,0.32,4854.75,0.05,0.55,0.23,0.5,0.28,0.72,0.16,0.58,0.01,4854.75,0.03,0.52,0.17,0.44,0.07,4854.75,0.24,0.63,0.17,0.5,0.24,154.45496581719047
2.0,2.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,153575.0,0.79,0.19,0.79,0.29,0.53,0.5,1166.03,0.37,1166.03,0.09,0.6,0.21,0.6,0.3,0.73,0.15,0.62,0.01,1166.03,0.05,0.52,0.23,0.4,0.5,1166.03,0.26,0.72,0.15,0.55,0.15,163.03776292800225
2.0,2.0,7.0,4.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1552511415525114,149700.0,0.77,0.25,0.02,0.2,0.57,0.55,1439.38,0.0,1439.39,0.0,0.49,0.33,0.48,0.34,0.65,0.3,0.58,0.01,1439.39,0.0,0.48,0.26,0.42,0.05,1439.41,0.0,0.66,0.17,0.48,0.34,153.9604023719325
2.0,2.0,9.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.1598173515981735,0.1598173515981735,151000.0,0.82,0.3,0.05,0.16,0.6,0.62,1117.93,0.04,1117.93,0.11,0.56,0.25,0.46,0.25,0.75,0.18,0.64,0.02,1117.93,0.09,0.55,0.19,0.49,0.54,1117.93,0.55,0.69,0.21,0.21,0.21,164.36465832168727
1.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,0.165983606557377,0.165983606557377,164850.0,0.81,0.23,0.81,0.23,0.52,0.54,2613.78,0.03,2613.78,0.07,0.65,0.3,0.63,0.26,0.75,0.17,0.59,0.01,2613.78,0.03,0.58,0.23,0.43,0.49,2613.79,0.23,0.7,0.43,0.63,0.27,162.3413006377103
2.0,4.0,2.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,0.1598173515981735,0.1598173515981735,151500.0,0.78,0.26,0.11,0.27,0.59,0.54,1372.73,0.0,1372.74,0.0,0.48,0.33,0.5,0.36,0.64,0.3,0.61,0.01,1372.73,0.0,0.51,0.27,0.43,0.05,1372.75,0.0,0.67,0.21,0.5,0.36,156.79346246981532
2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1552511415525114,147000.0,0.7,0.15,0.7,0.27,0.55,0.53,1441.12,0.32,1441.1,0.02,0.38,0.27,0.42,0.36,0.73,0.2,0.64,0.01,1441.12,0.02,0.55,0.25,0.4,0.05,1441.12,0.24,0.66,0.11,0.42,0.35,156.6422464006715
2.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1598173515981735,0.1506849315068493,148000.0,0.7,0.43,0.17,0.31,0.55,0.54,1580.88,0.33,1580.89,0.05,0.38,0.22,0.42,0.3,0.7,0.17,0.65,0.01,1580.89,0.01,0.49,0.26,0.42,0.03,1580.89,0.23,0.66,0.17,0.28,0.19,159.84806217549738
2.0,4.0,2.0,2.0,2.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,0.1598173515981735,0.1598173515981735,149700.0,0.72,0.45,0.16,0.33,0.53,0.5,1407.67,0.34,1407.67,0.06,0.45,0.21,0.48,0.22,0.76,0.18,0.65,0.01,1407.67,0.02,0.59,0.27,0.42,0.53,1407.68,0.25,0.68,0.16,0.48,0.23,161.96540688703723
2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.1506849315068493,0.1552511415525114,148000.0,0.71,0.17,0.71,0.34,0.57,0.59,1531.47,0.33,1531.47,0.06,0.45,0.23,0.42,0.37,0.75,0.2,0.66,0.01,1531.47,0.02,0.52,0.25,0.43,0.03,1531.47,0.23,0.66,0.13,0.3,0.19,155.93930748218455
2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.1598173515981735,0.1598173515981735,148500.0,0.7,0.43,0.16,0.31,0.56,0.56,1476.68,0.34,1476.68,0.05,0.42,0.19,0.45,0.23,0.69,0.29,0.64,0.01,1476.68,0.01,0.51,0.26,0.42,0.03,1476.68,0.23,0.67,0.17,0.31,0.15,163.19986221226307
2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,0.1598173515981735,0.1598173515981735,148500.0,0.7,0.43,0.16,0.31,0.56,0.56,1476.68,0.34,1476.68,0.05,0.42,0.19,0.45,0.23,0.69,0.29,0.64,0.01,1476.68,0.01,0.51,0.26,0.42,0.03,1476.68,0.23,0.67,0.17,0.31,0.15,163.19986221226307
2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1534653465346534,0.1534653465346534,144750.0,0.72,0.17,0.72,0.32,0.53,0.57,1231.31,0.29,1231.29,0.01,0.35,0.25,0.36,0.29,0.72,0.15,0.61,0.01,1231.31,0.38,0.53,0.24,0.42,0.05,1231.3,0.54,0.65,0.12,0.36,0.28,153.814588826615
1.0,2.0,5.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1520547945205479,0.1534246575342465,154000.0,0.74,0.2,0.74,0.35,0.52,0.63,4945.97,0.33,4945.98,0.05,0.53,0.22,0.49,0.26,0.71,0.21,0.59,0.01,4945.97,0.03,0.51,0.27,0.44,0.06,4945.99,0.23,0.63,0.13,0.49,0.25,155.56112547333163
2.0,1.0,7.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1461187214611872,0.1461187214611872,145000.0,0.71,0.19,0.71,0.26,0.54,0.66,1313.1,0.29,1313.11,0.01,0.36,0.25,0.37,0.26,0.72,0.15,0.61,0.01,1313.1,0.38,0.52,0.24,0.42,0.06,1313.11,0.53,0.66,0.12,0.37,0.28,153.0444501658618
2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,0.1461187214611872,0.1461187214611872,145000.0,0.68,0.34,0.68,0.35,0.54,0.66,1371.54,0.29,1371.54,0.01,0.33,0.29,0.35,0.26,0.73,0.18,0.62,0.01,1371.54,0.38,0.52,0.24,0.45,0.05,1371.54,0.53,0.64,0.11,0.35,0.27,152.9936005380817
2.0,1.0,7.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.1461187214611872,0.1461187214611872,145000.0,0.71,0.19,0.71,0.26,0.54,0.66,1313.1,0.29,1313.11,0.01,0.36,0.25,0.37,0.26,0.72,0.15,0.61,0.01,1313.1,0.38,0.52,0.24,0.42,0.06,1313.11,0.53,0.66,0.12,0.37,0.28,153.0394536795631
1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1561643835616438,0.1534246575342465,159500.0,0.73,0.17,0.73,0.35,0.53,0.54,5123.62,0.35,5123.63,0.07,0.55,0.16,0.52,0.24,0.71,0.28,0.61,0.01,5123.62,0.02,0.51,0.24,0.43,0.05,5123.63,0.21,0.63,0.12,0.28,0.14,158.33944651199084
2.0,2.0,5.0,3.0,2.0,1.0,7.0,2.0,2.0,1.0,2.0,1.0,0.1506849315068493,0.1506849315068493,153500.0,0.77,0.19,0.77,0.28,0.59,0.55,1219.44,0.0,1219.45,0.0,0.55,0.31,0.55,0.3,0.7,0.22,0.61,0.01,1219.44,0.0,0.54,0.26,0.45,0.53,1219.46,0.0,0.7,0.18,0.55,0.3,162.14731306591827
1.0,4.0,8.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,0.1520547945205479,0.1534246575342465,155000.0,0.74,0.21,0.74,0.22,0.52,0.54,4633.13,0.32,4633.14,0.02,0.53,0.23,0.52,0.25,0.72,0.17,0.61,0.01,4633.13,0.02,0.54,0.17,0.43,0.07,4633.15,0.23,0.64,0.17,0.52,0.22,153.7171153199182
2.0,4.0,9.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.1598173515981735,0.1598173515981735,148000.0,0.73,0.22,0.19,0.18,0.58,0.53,1523.44,0.34,1523.45,0.07,0.4,0.19,0.42,0.19,0.72,0.29,0.65,0.01,1523.44,0.02,0.54,0.25,0.43,0.03,1523.45,0.22,0.67,0.17,0.27,0.15,157.97925244799913
2.0,3.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1415525114155251,0.1415525114155251,147000.0,0.8,0.23,0.8,0.27,0.58,0.64,982.77,0.0,982.77,0.0,0.55,0.31,0.53,0.33,0.67,0.16,0.59,0.01,982.77,0.0,0.55,0.27,0.45,0.54,982.78,0.0,0.72,0.19,0.53,0.33,161.27558422581515
2.0,4.0,2.0,2.0,2.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,0.1598173515981735,0.1506849315068493,151000.0,0.73,0.25,0.15,0.31,0.53,0.49,1380.49,0.35,1380.49,0.06,0.47,0.23,0.5,0.24,0.73,0.13,0.64,0.01,1380.49,0.02,0.52,0.26,0.4,0.04,1380.49,0.25,0.68,0.17,0.4,0.13,164.50307637051225
2.0,4.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.1835443037974683,0.189873417721519,150250.0,0.77,0.18,0.77,0.28,0.56,0.59,933.88,0.37,933.88,0.08,0.58,0.28,0.58,0.29,0.73,0.2,0.67,1.0,933.88,0.03,0.52,0.19,0.4,0.51,933.88,0.25,0.73,0.14,0.58,0.29,159.1947104944136
2.0,2.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.1506849315068493,0.1552511415525114,147000.0,0.73,0.2,0.73,0.21,0.55,0.56,1433.98,0.32,1433.98,0.02,0.4,0.25,0.41,0.32,0.75,0.2,0.63,0.01,1433.98,0.02,0.54,0.26,0.39,0.05,1433.98,0.24,0.68,0.15,0.41,0.3,153.80343155054732
2.0,4.0,6.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.1506849315068493,0.1643835616438356,148000.0,0.72,0.19,0.0,0.17,0.57,0.57,1622.08,0.33,1622.09,0.07,0.42,0.22,0.4,0.34,0.71,0.28,0.67,0.01,1622.08,0.02,0.49,0.13,0.4,0.02,1622.09,0.23,0.68,0.15,0.27,0.17,156.06116410132097
2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.1552511415525114,0.1506849315068493,146500.0,0.68,0.15,0.47,0.38,0.56,0.55,1409.94,0.3,1409.94,0.02,0.42,0.29,0.42,0.31,0.74,0.17,0.64,0.01,1409.94,0.38,0.57,0.22,0.41,0.05,1409.94,0.24,0.65,0.11,0.42,0.34,151.39601232009102
2.0,4.0,4.0,4.0,2.0,5.0,8.0,2.0,1.0,2.0,2.0,1.0,0.1552511415525114,0.1598173515981735,149000.0,0.68,0.37,0.46,0.37,0.54,0.5,1433.41,0.34,1433.42,0.06,0.3,0.25,0.47,0.28,0.74,0.18,0.65,0.01,1433.41,0.02,0.57,0.23,0.41,0.04,1433.42,0.24,0.69,0.12,0.33,0.14,163.57745754394054
2.0,4.0,9.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.1598173515981735,0.1598173515981735,145500.0,0.73,0.17,0.73,0.28,0.54,0.61,1329.04,0.31,1329.04,0.02,0.41,0.29,0.42,0.31,0.72,0.17,0.62,0.01,1329.04,0.38,0.54,0.26,0.38,0.05,1329.04,0.24,0.66,0.15,0.42,0.32,156.57435419921632
2.0,3.0,4.0,4.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.1552511415525114,0.1506849315068493,149500.0,0.75,0.21,0.56,0.36,0.55,0.61,1128.21,0.36,1128.21,0.11,0.36,0.27,0.54,0.29,0.69,0.13,0.58,0.01,1128.2,0.05,0.57,0.27,0.47,0.52,1128.21,0.57,0.71,0.18,0.54,0.31,164.17182328092773
2.0,2.0,7.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1506849315068493,153575.0,0.8,0.18,0.01,0.16,0.58,0.51,1136.61,0.38,1136.62,0.1,0.62,0.24,0.6,0.29,0.75,0.17,0.65,0.01,1136.61,0.06,0.58,0.14,0.43,0.51,1136.62,0.26,0.74,0.2,0.55,0.13,161.9964098142326
2.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1461187214611872,0.1461187214611872,148000.0,0.74,0.23,-0.02,0.17,0.55,0.6,1624.3,0.31,1624.3,0.06,0.39,0.23,0.41,0.33,0.71,0.3,0.68,0.01,1624.3,0.02,0.51,0.25,0.4,0.03,1624.3,0.22,0.68,0.17,0.3,0.17,156.7209999910398
1.0,4.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,0.165983606557377,0.165983606557377,153500.0,0.75,0.19,0.75,0.31,0.5,0.55,3632.34,0.33,3632.35,0.02,0.51,0.22,0.5,0.25,0.74,0.15,0.62,0.01,3632.34,0.03,0.55,0.25,0.44,0.56,3632.36,0.23,0.66,0.14,0.5,0.25,153.58499076800987
2.0,2.0,4.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,0.1552511415525114,0.1506849315068493,151000.0,0.73,0.18,0.53,0.35,0.56,0.5,1206.3,0.37,1206.31,0.09,0.41,0.29,0.57,0.25,0.74,0.19,0.66,0.01,1206.3,0.03,0.58,0.23,0.45,0.52,1206.31,0.25,0.72,0.15,0.57,0.27,164.76366780101844
2.0,2.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,0.1506849315068493,0.1506849315068493,150000.0,0.81,0.25,-0.02,0.17,0.6,0.62,1199.09,0.0,1199.09,0.0,0.52,0.26,0.45,0.36,0.74,0.23,0.61,0.02,1199.09,0.0,0.56,0.15,0.46,0.04,1199.11,0.0,0.69,0.19,0.25,0.23,160.32712403058605
1.0,3.0,7.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,0.1561643835616438,0.1547945205479452,151000.0,0.76,0.25,0.76,0.23,0.51,0.64,4132.06,0.31,4132.07,0.05,0.54,0.22,0.49,0.29,0.69,0.15,0.59,0.01,4132.06,0.03,0.52,0.26,0.46,0.07,4132.08,0.23,0.64,0.14,0.49,0.28,154.84494887281426
1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1534246575342465,0.1547945205479452,159500.0,0.73,0.17,0.73,0.32,0.53,0.58,5074.88,0.35,5074.88,0.07,0.55,0.16,0.53,0.23,0.71,0.29,0.61,0.01,5074.87,0.02,0.52,0.24,0.43,0.05,5074.89,0.21,0.63,0.12,0.29,0.15,158.23217614731132
2.0,2.0,8.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1461187214611872,0.1415525114155251,148000.0,0.73,0.22,0.06,0.22,0.55,0.62,1614.66,0.32,1614.67,0.07,0.39,0.23,0.4,0.23,0.71,0.3,0.66,0.01,1614.66,0.02,0.5,0.26,0.41,0.03,1614.67,0.23,0.67,0.16,0.31,0.14,157.10189476778268
2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.1534653465346534,0.1584158415841584,144750.0,0.72,0.17,0.72,0.3,0.53,0.57,1231.29,0.29,1231.29,0.01,0.35,0.25,0.36,0.29,0.72,0.15,0.61,0.01,1231.29,0.38,0.53,0.24,0.42,0.05,1231.3,0.54,0.65,0.12,0.36,0.29,153.82099955840874
2.0,1.0,6.0,3.0,2.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,0.1415525114155251,0.1415525114155251,148000.0,0.79,0.25,0.79,0.27,0.57,0.64,1097.39,0.35,1097.38,0.11,0.37,0.27,0.56,0.3,0.67,0.13,0.57,0.01,1097.39,0.06,0.56,0.27,0.47,0.53,1097.39,0.57,0.72,0.18,0.56,0.3,164.03195526604762
2.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.1506849315068493,0.1552511415525114,148000.0,0.73,0.2,0.0,0.17,0.55,0.53,1480.97,0.33,1480.98,0.06,0.47,0.22,0.47,0.27,0.73,0.16,0.68,0.01,1480.97,0.02,0.54,0.25,0.4,0.02,1480.98,0.24,0.69,0.17,0.32,0.16,160.090689032605
2.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,0.1506849315068493,0.1643835616438356,151000.0,0.78,0.21,-0.02,0.19,0.55,0.61,1156.42,0.05,1156.42,0.07,0.63,0.2,0.55,0.26,0.74,0.15,0.61,0.01,1156.42,0.07,0.57,0.25,0.4,0.51,1156.42,0.57,0.7,0.15,0.33,0.18,159.24139939646972
1.0,2.0,2.0,3.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,0.1506849315068493,0.1534246575342465,165000.0,0.78,0.2,0.0,0.3,0.53,0.59,3813.33,0.03,3813.3,0.09,0.64,0.24,0.64,0.28,0.72,0.2,0.59,0.01,3813.3,0.05,0.54,0.29,0.46,0.07,3813.3,0.24,0.66,0.45,0.44,0.16,164.98944407341938
2.0,4.0,6.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,0.1506849315068493,0.1506849315068493,151000.0,0.74,0.22,-0.01,0.14,0.53,0.49,1380.49,0.35,1380.49,0.06,0.49,0.21,0.49,0.25,0.75,0.12,0.64,0.01,1380.49,0.02,0.53,0.25,0.4,0.04,1380.49,0.25,0.69,0.15,0.4,0.13,163.52053348848108
2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1552511415525114,150000.0,0.77,0.18,0.77,0.27,0.58,0.61,1310.98,0.0,1310.98,0.0,0.51,0.3,0.51,0.33,0.71,0.21,0.61,0.01,1310.98,0.0,0.57,0.27,0.44,0.04,1311.0,0.0,0.72,0.15,0.51,0.33,154.8216681337057
1.0,2.0,7.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.1561643835616438,0.1589041095890411,153500.0,0.76,0.24,0.76,0.24,0.52,0.45,4664.27,0.32,4664.22,0.05,0.55,0.27,0.51,0.21,0.73,0.18,0.59,0.02,4664.22,0.03,0.53,0.18,0.43,0.07,4664.23,0.23,0.64,0.17,0.51,0.23,153.88044158822157
2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.1534653465346534,0.1584158415841584,144750.0,0.72,0.17,0.72,0.31,0.53,0.57,1231.29,0.29,1231.29,0.01,0.35,0.25,0.36,0.29,0.72,0.15,0.61,0.01,1231.29,0.38,0.53,0.24,0.42,0.05,1231.3,0.54,0.65,0.12,0.36,0.29,153.81458883500346
1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.173972602739726,0.1794520547945205,151500.0,0.75,0.21,0.75,0.33,0.52,0.66,4213.18,0.31,4213.14,0.05,0.54,0.24,0.49,0.24,0.7,0.17,0.6,0.01,4213.14,0.03,0.52,0.26,0.46,0.07,4213.15,0.24,0.64,0.14,0.49,0.26,155.68467506843584
2.0,2.0,8.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1461187214611872,0.1415525114155251,148000.0,0.73,0.22,0.06,0.22,0.55,0.59,1615.3,0.32,1615.3,0.07,0.39,0.25,0.4,0.28,0.71,0.32,0.66,0.01,1615.3,0.01,0.49,0.26,0.41,0.03,1615.31,0.23,0.67,0.16,0.29,0.17,157.08433206811773
2.0,4.0,4.0,2.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,0.1552511415525114,0.1598173515981735,149000.0,0.68,0.37,0.46,0.38,0.54,0.5,1433.41,0.34,1433.42,0.06,0.3,0.25,0.47,0.28,0.74,0.18,0.65,0.01,1433.41,0.02,0.57,0.23,0.41,0.04,1433.42,0.24,0.69,0.12,0.33,0.14,163.57745758290193
2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1552511415525114,147000.0,0.7,0.15,0.7,0.27,0.55,0.53,1441.12,0.32,1441.1,0.02,0.38,0.27,0.42,0.36,0.73,0.2,0.64,0.01,1441.12,0.02,0.55,0.25,0.4,0.05,1441.12,0.24,0.66,0.11,0.42,0.35,156.6422464006715
2.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1835443037974683,0.189873417721519,145000.0,0.72,0.17,0.72,0.3,0.51,0.65,1215.72,0.3,1215.72,0.02,0.34,0.25,0.34,0.31,0.73,0.15,0.6,0.02,1215.72,0.38,0.56,0.23,0.42,0.05,1215.71,0.23,0.67,0.11,0.34,0.28,154.46471851198376
1.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.165983606557377,0.165983606557377,153500.0,0.75,0.19,0.75,0.34,0.5,0.55,3632.37,0.33,3632.37,0.02,0.51,0.22,0.5,0.25,0.74,0.15,0.62,0.01,3632.37,0.03,0.55,0.25,0.44,0.56,3632.38,0.23,0.66,0.14,0.5,0.26,153.584990760735
2.0,2.0,9.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,0.1598173515981735,0.1598173515981735,151500.0,0.79,0.26,0.09,0.18,0.6,0.55,1401.96,0.0,1401.96,0.0,0.49,0.34,0.5,0.34,0.66,0.23,0.62,0.01,1401.96,0.0,0.52,0.27,0.42,0.53,1401.98,0.0,0.68,0.21,0.5,0.34,153.5171921452628
1.0,1.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1506849315068493,0.1561643835616438,151000.0,0.76,0.2,0.76,0.35,0.52,0.64,3787.34,0.32,3787.35,0.05,0.54,0.24,0.48,0.22,0.69,0.17,0.59,0.02,3787.34,0.03,0.52,0.14,0.45,0.07,3787.36,0.24,0.64,0.43,0.48,0.21,155.8539268719797
2.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.1552511415525114,0.1552511415525114,147000.0,0.74,0.22,0.03,0.19,0.54,0.57,1587.15,0.32,1587.14,0.06,0.42,0.23,0.41,0.34,0.72,0.17,0.67,0.01,1587.15,0.02,0.51,0.25,0.42,0.03,1587.16,0.23,0.68,0.16,0.3,0.18,156.76167438728817
2.0,2.0,3.0,4.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,151500.0,0.76,0.18,0.76,0.3,0.57,0.54,1201.71,0.37,1201.7,0.09,0.55,0.31,0.58,0.27,0.72,0.26,0.61,0.01,1201.71,0.04,0.57,0.25,0.44,0.53,1201.71,0.26,0.72,0.15,0.58,0.3,164.4997718709769
1.0,3.0,9.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1547945205479452,0.1534246575342465,150000.0,0.76,0.23,0.76,0.27,0.53,0.55,3838.89,0.31,3838.89,0.05,0.55,0.27,0.5,0.21,0.69,0.18,0.59,0.02,3838.89,0.03,0.53,0.26,0.45,0.07,3838.9,0.24,0.65,0.14,0.5,0.22,155.4885869052465
