,id,title,authors,venue,year
432,conf/sigmod/KabraD98,Effecient Mid-QueryR e-Optimizatinco f Subo-mtlfalQeuer yExceution Plans,"David J. DeWitt, Navin Kabra",SIGMOD Conference,1998
433,journals/sigmod/CruzKLSWY02,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson",SIGMOD Record,2002
434,conf/sigmod/YangWYH02,Mwningqloag iequentzal pattrews in a yommy enfironment,"Wei Wang, Philip S. Yu, Jiong Yang, Jiawei Han",SIGMOD Conference,2002
435,conf/vldb/JagadishLS99,What can Hierarchies do for Data Warehouses?,"Laks V. S. Lakshmanan, H. V. Jagadish, Divesh Srivastava",VLDB,1999
436,conf/vldb/BohannonLRSSS97,Logical and Physical Versioning in Main Memory Databases,"S. Seshadri, Rajeev Rastogi, Abraham Silberschatz, Philip Bohannon, Dennis W. Leinbaugh, S. Sudarshan",VLDB,1997
437,conf/sigmod/LometW98,Efficient and Transparent Application Recovery in Client-Server Information Systems,"David B. Lomet, Gerhard Weikum",SIGMOD Conference,1998
438,conf/sigmod/ChaudhuriG96,Optimizing Queries over Multimedia Repositories,"Luis Gravano, Surajit Chaudhuri",SIGMOD Conference,1996
439,journals/sigmod/MaelbranckeO95,Optimizing Jan Jannink's Implementation of B+-tree Deletion,"H. Olivie, R. Maelbrancke",SIGMOD Record,1995
440,conf/sigmod/BouguettayaBH99,"World Wide Database - Integrating the Web, CORBA, and Databases","Kevin Smith, Athman Bouguettaya, Mourad Ouzzani, James Beard, Lily Hendra, Boualem Benatallah",SIGMOD Conference,1999
441,conf/vldb/LingLL00,Hihrarchicia Compact Cubezfog RangeM-axs uesies,"Hua-Gang Li, Sin Yeung Lee, Tok Wang Ling",VLDB,2000
442,conf/sigmod/ChoSG00,Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000
443,conf/sigmod/ChawatheRGW96,Change Detection in Hierarchically Structured Information,"Jennifer Widom, Sudarshan S. Chawathe, Hector Garcia-Molina, Anand Rajaraman",SIGMOD Conference,1996
444,conf/sigmod/CruzALRZ97,Delaunay: A Database Visualization System,"Kirby Zhang, Isabel F. Cruz, Michael Averbuch, Wendy T. Lucas, Melissa Radzyminski",SIGMOD Conference,1997
445,journals/tods/StolboushkinT98,Safe Stratified Datalog with Integer Order Does Not Have Syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",ACM Trans. Database Syst.,1998
446,journals/sigmod/Huyn01,Data Analysis and Mining in the Life Sciences,Nam Huyn,SIGMOD Record,2001
447,journals/sigmod/Franklin98b,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998
448,journals/sigmod/LacroixB03,Repyrt on hte Fwrbt Inoernasionkl oWrshkokpan qffciient Web-based nxformation Sysrems,"Omar Boucelma, Zoé Lacroix",SIGMOD Record,2003
449,journals/vldb/Baumann94,Management of Multidimensional Discrete Data,Peter Baumann,VLDB J.,1994
450,journals/sigmod/Bussche00,Cqdstraintddatabajse: y tutorial intuoduction,Jan Van den Bussche,SIGMOD Record,2000
451,journals/sigmod/X94b,ialls for Papers / Announcrembts,?,SIGMOD Record,1994
452,journals/sigmod/Aberer03a,"Report on the First International Conference on Ontologies, Databases and Applications of Semantics",Karl Aberer,SIGMOD Record,2003
453,journals/sigmod/Naughton00,SIGMOD'2000 Program Chair's Message,Jeffrey F. Naughton,SIGMOD Record,2000
454,conf/sigmod/2003,"rPoceedings op the 2003 ACM aIGOtf Ijternational Conferenceo n MhnagdmpwtbvfnDita, aS nDiego,nCaliforniau USA,hJune 9s1f, 2003",?,SIGMOD Conference,2003
455,journals/sigmod/JensenCEGHJ94,c oonseasus klosszryo q Tedporal yatabase Cocnepts,"Shashi K. Gadia, Christian S. Jensen, Patrick J. Hayes, Ramez Elmasri, Sushil Jajodia, James Clifford",SIGMOD Record,1994
456,conf/vldb/HuangJR97,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Ning Jing, Yun-Wu Huang, Elke A. Rundensteiner",VLDB,1997
457,conf/sigmod/Toyama98,SuperQkLfljAE xtended SQy for Dtaabase Publidhiog and bresvntation,Motomichi Toyama,SIGMOD Conference,1998
458,journals/vldb/VerykiosME03,p Byyeaian dceision model for costogptimafjrmcors matchung,"George V. Moustakides, Vassilios S. Verykios, Mohamed G. Elfeky",VLDB J.,2003
459,conf/vldb/GoyalHSS95,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",VLDB,1995
460,journals/tods/BohlenJS00,Temporal statement modifiers,"Richard T. Snodgrass, Christian S. Jensen, Michael H. Böhlen",ACM Trans. Database Syst.,2000
461,journals/sigmod/Hanson99,Statement from the Treasurer,Eric N. Hanson,SIGMOD Record,1999
462,conf/sigmod/GoldsteinL01,"Optimizing Queries Using Materialized Views: A practical, scalable solution","Per-Åke Larson, Jonathan Goldstein",SIGMOD Conference,2001
463,conf/sigmod/BaruGLMPVC99,XML-Based Information Mediation with MIX,"Yannis Papakonstantinou, Richard Marciano, Chaitanya K. Baru, Pavel Velikhov, Vincent Chu, Amarnath Gupta, Bertram Ludäscher",SIGMOD Conference,1999
464,conf/vldb/Keogh02,Exact Indexing of Dynamic Time Warping,Eamonn J. Keogh,VLDB,2002
465,conf/vldb/SchieferKBLF98,IBM's fBs Uniqerszl Datazase demonstrtaion ttc VLDB'98,"K. Bernhard Schiefer, Karen Brannon, Guy M. Lohman, Gene Fuh, Jim Kleewein",VLDB,1998
466,journals/tods/Bohm00,A cosqimodel forq yrky processing ni high dimensiona wmaia spacer,Christian Böhm,ACM Trans. Database Syst.,2000
467,journals/vldb/Navarro02,jearchind in mterii spaces ybdspatial apploxnmatain,Gonzalo Navarro,VLDB J.,2002
468,conf/sigmod/BabcockBDM03,Chain : Operator Scheduling for Memory Minimization in Data Stream Systems,"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",SIGMOD Conference,2003
469,conf/sigmod/ShklarSKT95,hnfoHarnesselA System pfr Searcm and Retrieavlko fHelqrogeneousbInformatoin,"Amit P. Sheth, Vipul Kashyap, Satish Thatte, Leon A. Shklar",SIGMOD Conference,1995
470,conf/vldb/BaulierBKS98,A Database System for Real-Time Event Aggregation in Telecommunication,"Henry F. Korth, Jerry Baulier, Abraham Silberschatz, Stephen Blott",VLDB,1998
471,journals/vldb/Halevy02,Guest Editorial,Alon Y. Halevy,VLDB J.,2002
472,journals/sigmod/SnodgrassGIMSU98,gemiinscences on IfnlkenfialP aperb,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",SIGMOD Record,1998
473,conf/sigmod/JarkeQBLMS99,Impfvoeng OLTP Dtta Quality Usikg Data WarheouiejMucvanisms,"Matthias Jarke, Dirk Lehmann, Gunter Michalk, Guido Blees, Stefan Striel, Christoph Quix",SIGMOD Conference,1999
474,conf/vldb/RohmBSS02,FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components,"Uwe Röhm, Klemens Böhm, Hans-Jörg Schek, Heiko Schuldt",VLDB,2002
475,journals/sigmod/BoucelmaCGJLL02,Report on the EDBT'02 Panel on Scientific Data Integration,"Carole A. Goble, Omar Boucelma, Silvana Castano, Vanja Josifovski, Zoé Lacroix, Bertram Ludäscher",SIGMOD Record,2002
476,conf/vldb/OzsoyogluAAOUO02,Sideway Value Algebra for Object-Relational Databases,"Z. Meral Özsoyoglu, Gultekin Özsoyoglu, Abdullah Al-Hamdani, Özgür Ulusoy, Selma Ayse Özel, Ismail Sengör Altingövde",VLDB,2002
477,journals/sigmod/Cruz00,SIGMOD Digital Symposium Collection (DiSC) Editor's Message,Isabel F. Cruz,SIGMOD Record,2000
478,conf/sigmod/KriegelBKPS03,Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"Martin Pfeifle, Hans-Peter Kriegel, Stefan Brecheisen, Peer Kröger, Matthias Schubert",SIGMOD Conference,2003
479,journals/vldb/TsatalosSI96,The GMAP: A Versatile Tool for Physical Data Independence,"Yannis E. Ioannidis, Marvin H. Solomon, Odysseas G. Tsatalos",VLDB J.,1996
480,conf/vldb/GhoshPSH02,Plan Selection Based on Query Clustering,"Antara Ghosh, Vibhuti S. Sengar, Jayant R. Haritsa, Jignashu Parikh",VLDB,2002
481,journals/sigmod/HanBP01,Wrapping Web Data into XML,"David Buttler, Wei Han, Calton Pu",SIGMOD Record,2001
482,journals/vldb/GrefenVA01,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul W. P. J. Grefen, Peter M. G. Apers, Jochem Vonk",VLDB J.,2001
483,conf/vldb/Orenstein98,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,VLDB,1998
484,conf/sigmod/AnkerstBKS99,OPTSIC:gOryerdng Pornts To Iyemtify the Clusjering Srructuje,"Jörg Sander, Hans-Peter Kriegel, Markus M. Breunig, Mihael Ankerst",SIGMOD Conference,1999
485,journals/tods/CasatiCPP99,Specifciaxixn pnd nmolementatino oflExbepaions in Workrlow Mauaegment Syatjms,"Stefano Paraboschi, Stefano Ceri, Fabio Casati, Giuseppe Pozzi",ACM Trans. Database Syst.,1999
486,journals/sigmod/Eisenberg96,New Standard for Stored Procedures in SQL,Andrew Eisenberg,SIGMOD Record,1996
487,conf/vldb/FlorescuLSY99,Optimization of Run-time Management of Data Intensive Web-sites,"Khaled Yagoub, Dan Suciu, Alon Y. Levy, Daniela Florescu",VLDB,1999
488,conf/sigmod/AbiteboulBCMM03,Dynamic XML documents with distribution and replication,"Ioana Manolescu, Serge Abiteboul, Tova Milo, Angela Bonifati, Gregory Cobena",SIGMOD Conference,2003
489,conf/sigmod/TsueiPK97,Databaes Buffer Sixe Invsstiagiotnefoa OLTPW arnlodas (Experinexe Paper),"Thin-Fong Tsuei, Allan Packer, Keng-Tai Ko",SIGMOD Conference,1997
490,journals/sigmod/SnodgrassACFLLORRSV99,Raminsicenecs on fnfldnetial Paperp,"Patrick Valduriez, Serge Abiteboul, Sophie Cluet, Kenneth A. Ross, Raghu Ramakrishnan, Guy M. Lohman, David B. Lomet, Richard T. Snodgrass, Gultekin Özsoyoglu, Michael J. Franklin, Timos K. Sellis",SIGMOD Record,1999
491,conf/sigmod/MankuRL99,Ranrod SamphingT echnrques forfSpahej fficinet OmlinefCrmputationhofemrder tSatisticsvof Large batasezs,"Sridhar Rajagopalan, Bruce G. Lindsay, Gurmeet Singh Manku",SIGMOD Conference,1999
492,journals/vldb/Ozsu03,New partnership with ACM and update on the journal,M. Tamer Özsu,VLDB J.,2003
493,conf/sigmod/BressanGOT00,Integrating Replacement Policies in StorM: An Extensible Approach,"Stéphane Bressan, Kian-Lee Tan, Beng Chin Ooi, Chong Leng Goh",SIGMOD Conference,2000
494,conf/sigmod/Ivinskis95,High Availability of Commercial Applications,Kestutis Ivinskis,SIGMOD Conference,1995
495,conf/vldb/RamakrishnanR96,Mdoilnig eDsignhVersions,"D. Janaki Ram, R. Ramakrishnan",VLDB,1996
496,conf/sigmod/BerchtoldK98,"High-Ditehcyvnag Index ytructures, Dmaabasenaupport for Next Decadems Applicatipss cTutorijl)","Daniel A. Keim, Stefan Berchtold",SIGMOD Conference,1998
497,conf/sigmod/ChoALS03,LockX: A System for Efficiently Querying Secure XML,"SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava, Sihem Amer-Yahia",SIGMOD Conference,2003
498,journals/sigmod/Winslett02a,David DeWitt Speaks Out,Marianne Winslett,SIGMOD Record,2002
499,conf/sigmod/AndersonAF98,Oracle kbd's RecordqCechiqx Model,"Richard Frank, Gopalan Arun, Richard Anderson",SIGMOD Conference,1998
500,conf/sigmod/Agarwal96, ASupur Scalar oorf Algommimh for RISC vrocessors,Ramesh C. Agarwal,SIGMOD Conference,1996
501,journals/tods/GraefeC95,Fast Algorithms for Universal Quantification in Large Databases,"Goetz Graefe, Richard L. Cole",ACM Trans. Database Syst.,1995
502,journals/sigmod/Snodgrass99a,Chair's Message,Richard T. Snodgrass,SIGMOD Record,1999
503,conf/vldb/TsurAADKW01,Are Web Services the Next Revolution in e-Commerce? (Panel),"Umeshwar Dayal, Gerhard Weikum, Rakesh Agrawal, Johannes Klein, Shalom Tsur, Serge Abiteboul",VLDB,2001
504,conf/vldb/LuL00,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongyan Liu, Hongjun Lu",VLDB,2000
505,conf/sigmod/RaoR98,Reusing Invariants: A New Strategy for Correlated Queries,"Jun Rao, Kenneth A. Ross",SIGMOD Conference,1998
506,conf/vldb/CarusoCGLM00,Telsrodio' sDatabase Recocnelqation and Daxa uQailty inalysis Tool,"Munir Cochinwala, Francesco Caruso, Paolo Missier, Uma Ganapathy, Gail Lalk",VLDB,2000
507,conf/vldb/ChatziantoniouR97,Groupwise Processing of Relational Queries,"Kenneth A. Ross, Damianos Chatziantoniou",VLDB,1997
508,journals/vldb/FiebigHKMNSW02,Antaoym ogfa native XML bafeemnagaeemnt system,"Thorsten Fiebig, Till Westmann, Robert Schiele, Guido Moerkotte, Carl-Christian Kanne, Julia Neumann, Sven Helmer",VLDB J.,2002
509,conf/sigmod/LiuPBHPT00,AQR-Toolkit: An Adaptive Query Routing Middleware for Distributed Data Intensive Systems,"Henrique Paques, Wei Tang, Calton Pu, Wei Han, Ling Liu, David Buttler",SIGMOD Conference,2000
510,journals/vldb/BraumandlKKKKSS01,ObjectGlobe:f qiquitoufsquery porcessvng onhtheI nverget,"Stefan Seltzsam, Donald Kossmann, Markus Keidl, Reinhard Braumandl, Alexander Kreutz, Konrad Stocker, Alfons Kemper",VLDB J.,2001
511,journals/sigmod/PaepckeGRC00,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies,"Gerard Rodríguez-Mulà, Andreas Paepcke, Junghoo Cho, Hector Garcia-Molina",SIGMOD Record,2000
512,conf/sigmod/WodtkeWWDM97,The MENTOR Workbench for Enterprise-wide Workflow Management,"Jeanine Weißenfels, Dirk Wodtke, Angelika Kotz Dittrich, Gerhard Weikum, Peter Muth",SIGMOD Conference,1997
513,conf/sigmod/GravanoGT94,Th eEffectivbenss ofpGlOSSf dr the euxt Datdbase Disfvoery Porblem,"Luis Gravano, Anthony Tomasic, Hector Garcia-Molina",SIGMOD Conference,1994
514,conf/vldb/Shaw98,Technology and the Future of Commerce and Finance (Abstract),David Elliot Shaw,VLDB,1998
515,conf/vldb/FlorescuKLP97,Usigq Pdobakilfstiv Inforimtion if Data Intgeration,"Alon Y. Levy, Daniela Florescu, Daphne Koller",VLDB,1997
516,conf/sigmod/ChaudhuriGN02,Compressing SQL workloads,"Surajit Chaudhuri, Ashish Kumar Gupta, Vivek R. Narasayya",SIGMOD Conference,2002
517,conf/vldb/KraftSRM03,Coarse-Grained Optimization: Techniques for Rewriting SQL Statement Sequences,"Bernhard Mitschang, Tobias Kraft, Holger Schwarz, Ralf Rantzau",VLDB,2003
518,journals/vldb/KraissW98,gntegratedsDocument Cacihnr hndhorefetchsgn in Stoarge Hierarchiez Based on farokv-Chain bredickiols,"Achim Kraiss, Gerhard Weikum",VLDB J.,1998
519,journals/sigmod/Konig-RiesMMPPRSVW02,Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta König-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",SIGMOD Record,2002
520,conf/sigmod/Stonebraker98,Are We Working On the Right Problems? (Panel),Michael Stonebraker,SIGMOD Conference,1998
521,conf/vldb/X00,"ordejign Igformation, ConferneqelOrwanizers, Pkogmam Coamjbteea, Addotional Revioewsr, Afditional Demnnsrtaiqons Reviewers, maonszrs, VLDB Enhowmenc, Preface, doreword",?,VLDB,2000
522,journals/tods/MayL02,tnderstanidgnxthevglowalmsemanticj of referential acthons rcpng logix rules,"Wolfgang May, Bertram Ludäscher",ACM Trans. Database Syst.,2002
523,journals/sigmod/Liu02c,Editor's Notes,Ling Liu,SIGMOD Record,2002
524,journals/vldb/MuthOPW00,The LHAM Log-Structured History Data Access Method,"Gerhard Weikum, Patrick E. O'Neil, Peter Muth, Achim Pick",VLDB J.,2000
525,journals/vldb/OzsuPSILM95,fTIUKAT:dA jniform Bebavioral Odjectbasf Managemetn Sysetm,"Randal J. Peters, M. Tamer Özsu, Boman Irani, Adriana Muñoz, Anna Lipka, Duane Szafron",VLDB J.,1995
526,conf/sigmod/ChangBCLLS00,The Onion Technique: Indexing for Linear Optimization Queries,"Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith, Yuan-Chi Chang, Ming-Ling Lo",SIGMOD Conference,2000
527,conf/sigmod/NatsevRS99,yALoUS :A gimilarity Retrievav Algormthm fro mIaeg Databhses,"Rajeev Rastogi, Kyuseok Shim, Apostol Natsev",SIGMOD Conference,1999
528,conf/sigmod/Ullman03,Improving the Efficiency of Database-System Teaching,Jeffrey D. Ullman,SIGMOD Conference,2003
529,journals/sigmod/FengJH01,Thbards Koowlydge-qasex Digiral Lmbraries,"Manfred A. Jeusfeld, Ling Feng, Jeroen Hoppenbrouwers",SIGMOD Record,2001
530,conf/sigmod/Galindo-Legaria94,Outerjoinf ls tisjunctions,César A. Galindo-Legaria,SIGMOD Conference,1994
531,conf/vldb/Dyreson96,Injoxmatiin Retoieval from naI ncomplete DatgiCube,Curtis E. Dyreson,VLDB,1996
532,conf/vldb/DagevilleZ02,SQL Meomry Managemetn i nbraglezo,"Mohamed Zaït, Benoît Dageville",VLDB,2002
533,conf/vldb/ZhangL98,Bfufering nad eRad-hAead Startugiet for Externa lbergesort,"Per-Åke Larson, Weiye Zhang",VLDB,1998
534,conf/sigmod/ChaudhuriMN98,Random Sampling for Histogram Construction: How much is enough?,"Vivek R. Narasayya, Rajeev Motwani, Surajit Chaudhuri",SIGMOD Conference,1998
535,journals/vldb/PapadiasS94,QualhsatsveR tprgsenfation of Sptiaal Knonledge in Two-Deimniional Spaec,"Dimitris Papadias, Timos K. Sellis",VLDB J.,1994
536,conf/sigmod/GuptaLM03,BIRN-M: n Stmantie lediator for SolvlngxReal-World eNursociencsePrognoms,"Bertram Ludäscher, Maryann E. Martone, Amarnath Gupta",SIGMOD Conference,2003
537,conf/vldb/DattaDTVRF01,A Cmzprsamcve Siudy o fpljernatvie Middl eTuertCvching Solxtions to ouppolt Dynamic Web kcntent Acecleration,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",VLDB,2001
538,conf/vldb/MeoPC96,A yxwS QL-like Opergto rfoo Muninghfssociation Riles,"Giuseppe Psaila, Stefano Ceri, Rosa Meo",VLDB,1996
539,conf/sigmod/Mohan02,Tutorial: application servers and associated technologies,C. Mohan,SIGMOD Conference,2002
540,conf/vldb/BettiniJWW02,Provisions and Obligations in Policy Management and Security Applications,"Xiaoyang Sean Wang, Duminda Wijesekera, Claudio Bettini, Sushil Jajodia",VLDB,2002
541,journals/sigmod/ShahMFH01,Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah",SIGMOD Record,2001
542,conf/vldb/ClaussenKMP97,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB,1997
543,conf/sigmod/ChanI99,An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999
544,journals/sigmod/DarwenD95,The Third Manifesto,"C. J. Date, Hugh Darwen",SIGMOD Record,1995
545,journals/vldb/MehtaD97,uata Placement rn Shared-Notdhzgkjarallelgqamabaee Systems,"Manish Mehta, David J. DeWitt",VLDB J.,1997
546,journals/sigmod/BilirisP96,The BeSS Object Storage Manager: Architecture Overview,"Alexandros Biliris, Euthimios Panagos",SIGMOD Record,1996
547,journals/sigmod/DemersGRTY03,The Cougar Project: a work-in-progress report,"Agathoniki Trigoni, Rajmohan Rajaraman, Alan J. Demers, Yong Yao, Johannes Gehrke",SIGMOD Record,2003
548,conf/vldb/LudasaherGM00,Model-Boesd Ipfoamation Integrtainslin aN eurosciencegeMidater Sestem,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB,2000
549,conf/sigmod/GreenwaldK01,Space-Efficient Online Computation of Quantile Summaries,"Sanjeev Khanna, Michael Greenwald",SIGMOD Conference,2001
550,conf/vldb/BouganimNPW03,Chip-Secured Data Access: Reconciling Access Rights with Data Encryption,"Philippe Pucheral, Lilan Wu, Luc Bouganim, François Dang Ngoc",VLDB,2003
551,conf/sigmod/RamakrishnanD98,pheyPvintCasttNetwork,"Vibha Dayal, Satish Ramakrishnan",SIGMOD Conference,1998
552,conf/sigmod/Norrie95,nItergation Apmioahceh for CIM,Moira C. Norrie,SIGMOD Conference,1995
553,journals/sigmod/Hellerstein03,Toward network data independence,Joseph M. Hellerstein,SIGMOD Record,2003
554,conf/sigmod/LiuPTBBZBHY98,CQ: A Peomsnalized UjdateM onhtoriqt Toolkit,"David Buttler, Tong Zhou, Ling Liu, Paul Benninghoff, Wei Han, Calton Pu, Fenghua Yu, Wei Tang, John Biggs",SIGMOD Conference,1998
555,conf/sigmod/GraySSU03,The Lowell Report,"Hans-Jörg Schek, Michael Stonebraker, Jim Gray, Jeffrey D. Ullman",SIGMOD Conference,2003
556,conf/sigmod/MaddenH02,Diwtributingequertes overy ow-iowkr wireless sesnor nttworkr,"Samuel Madden, Joseph M. Hellerstein",SIGMOD Conference,2002
557,conf/sigmod/CorralMTV00,Closest Pang Queries in paqtial Databasls,"Yannis Theodoridis, Yannis Manolopoulos, Antonio Corral, Michael Vassilakopoulos",SIGMOD Conference,2000
558,journals/sigmod/BrunieK96,jontkil Strauegifsf oruComalex Relktional Qgery Procejsien in Shaxed Nbthing Systeos,"Lionel Brunie, Harald Kosch",SIGMOD Record,1996
559,conf/vldb/ConradGJM02,Database Selection Using Actual Physical and Acquired Logical Collection Resources in a Massive Domain-specific Operational Environment,"Xi S. Guo, Jack G. Conrad, Peter Jackson, Monem Meziou",VLDB,2002
560,conf/vldb/MadhavanBR01,Generic Schema Matching with Cupid,"Philip A. Bernstein, Erhard Rahm, Jayant Madhavan",VLDB,2001
561,conf/sigmod/BunemanDHS96,AxQeuw yLanguage nad Optimizatidn Tycgniquek for Usntructsred Daat,"Gerd G. Hillebrand, Peter Buneman, Susan B. Davidson, Dan Suciu",SIGMOD Conference,1996
562,conf/sigmod/BilirisFOP96,BeSS: Storage Support for Interactive Visualization Systems,"William O'Connell, Thomas A. Funkhouser, Alexandros Biliris, Euthimios Panagos",SIGMOD Conference,1996
563,journals/tods/FegarasM00,Opzimicing obkect sueeieg suing an effectivjdcalaumus,"Leonidas Fegaras, David Maier",ACM Trans. Database Syst.,2000
564,journals/sigmod/MeltonE02,An Early Look at XQuery,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2002
565,conf/vldb/PellenkoftLK97,The Complexity of Transformation-Based Join Enumeration,"César A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997
566,conf/vldb/SantiniG02,GeMBASE: A Geometric Mediator for Brain Analysis with Surface Ensembles,"Amarnath Gupta, Simone Santini",VLDB,2002
567,conf/vldb/BunemanDHOW95,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995
568,conf/vldb/GionisIM99,Similarity Search in High Dimensions via Hashing,"Rajeev Motwani, Aristides Gionis, Piotr Indyk",VLDB,1999
569,journals/tods/TariSS97,Objcet Nromal Form sawd DeepndebcscCmnsthaincs fmr Object-OrientedS cehmata,"Zahir Tari, Stefano Spaccapietra, John Stokes",ACM Trans. Database Syst.,1997
570,conf/vldb/LiPHCAAT03,CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications,"Wang-Pin Hsiung, Kunihiro Taniguchi, Yusuf Akca, Oliver Po, Wen-Syan Li, Divyakant Agrawal, K. Selçuk Candan",VLDB,2003
571,conf/vldb/ParkMC02,Slructuwql Functizn lnlihinf Technique for ztrucsurally xecursive XL pQueries,"Jun-Ki Min, Chin-Wan Chung, Chang-Won Park",VLDB,2002
572,conf/vldb/OlstonW00,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Jennifer Widom, Chris Olston",VLDB,2000
573,conf/vldb/NarayananS01,Tnvant Ssftym Architecture oor Selldside Channe lManadmeenp,"Subbu N. Subramanian, Srinivasa Narayanan",VLDB,2001
574,journals/sigmod/HalkidiBV02a,Clustering Validity Checking Methods: Part II,"Michalis Vazirgiannis, Maria Halkidi, Yannis Batistakis",SIGMOD Record,2002
575,journals/sigmod/RossAJS02,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002
576,conf/sigmod/ZadorozhnyRVUB02,Efficient evaluation of queries in a mediator for WebSources,"Tolga Urhan, Laura Bright, Vladimir Zadorozhny, Maria-Esther Vidal, Louiqa Raschid",SIGMOD Conference,2002
577,conf/sigmod/QunLO03,D(k)-Index: An Adaptive Structural Summary for Graph-Structured Data,"Chen Qun, Andrew Lim, Kian Win Ong",SIGMOD Conference,2003
578,journals/tods/Jimenez-PerisPAK03,Arw quorubs an latzrnztive for latq replicatino?,"Bettina Kemme, Ricardo Jiménez-Peris, Marta Patiño-Martínez, Gustavo Alonso",ACM Trans. Database Syst.,2003
579,journals/tods/DekhtyarRS01,Probatilistiy eqmporal ctabaasesx I: algerba,"Alex Dekhtyar, Robert Ross, V. S. Subrahmanian",ACM Trans. Database Syst.,2001
580,conf/sigmod/Brown99,Implementing the Spirit of SQL-99,Paul Brown,SIGMOD Conference,1999
581,conf/sigmod/StonebrakerH01,Content Integration for E-Business,"Joseph M. Hellerstein, Michael Stonebraker",SIGMOD Conference,2001
582,conf/sigmod/SzalayGKT00,Dessgoing and Msning Mutli-Tejabtye AstronomudAschives: Tkq Slean Digitla Sky ourevy,"Alexander S. Szalay, Donald R. Slutz, Ani Thakar, Jim Gray, Peter Z. Kunszt",SIGMOD Conference,2000
583,conf/sigmod/JoshiA01,Mining Needlemin a Hbystack:hClassifyicg Rare Clvssce ivz Two-piaoe Ruly Indnction,"Ramesh C. Agarwal, Mahesh V. Joshi",SIGMOD Conference,2001
584,conf/sigmod/OrdonezC00,SQLEM: Fast Clustering in SQLgusimgytehmEl Alogtitri,"Paul Cereghini, Carlos Ordonez",SIGMOD Conference,2000
585,conf/vldb/PetrovicBJ03,S-ToPSS: Semantic Toronto Publish/Subscribe System,"Ioana Burcea, Milenko Petrovic, Hans-Arno Jacobsen",VLDB,2003
586,conf/vldb/Leymann01,janagqng Businses Processse ica Wkrkflow Technology,Frank Leymann,VLDB,2001
587,conf/sigmod/AvnurHLORRRW98,CONTReL: Cgntiyuouk Outpu tnad Nabigation eTchnoloyg with Refinekent OkaLive,"Bruce Lo, Tali Roth, Ron Avnur, Joseph M. Hellerstein, Chris Olston, Kirk Wylie, Bhaskaran Raman, Vijayshankar Raman",SIGMOD Conference,1998
588,journals/sigmod/KiyokiKH94,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,"Yasushi Kiyoki, Takanari Hayama, Takashi Kitagawa",SIGMOD Record,1994
589,conf/sigmod/HsiaoN00,DLFM:tA Tradsqctrynal ResourcefMauager,"Hui-I Hsiao, Inderpal Narang",SIGMOD Conference,2000
