,id,title,authors,venue,year
1766,273265,Workflow-history-management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record ,1998
1777,276320,Dimensionality-reduction-for-similarity-searching-in-dynamic-databases,"K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh",International Conference on Management of Data,1998
1780,276317,Cost-based-query-scrambling-for-initial-delays,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",International Conference on Management of Data,1998
1781,276316,Interaction-of-query-evaluation-and-buffer-management-for-information-retrieval,"Bj&#246;rn T. J&#243;nsson, Michael J. Franklin, Divesh Srivastava",International Conference on Management of Data,1998
1789,276308,Parallel-mining-algorithms-for-generalized-association-rules-with-classification-hierarchy,"Takahiko Shintani, Masaru Kitsuregawa",International Conference on Management of Data,1998
1792,276336,Bitmap-index-design-and-evaluation,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1998
1806,276322,Using-schematically-heterogeneous-structures,Re&#233;e J. Miller,International Conference on Management of Data,1998
1810,253325,Dynamic-itemset-counting-and-implication-rules-for-market-basket-data,"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",International Conference on Management of Data,1997
1811,253322,High-performance-sorting-on-networks-of-workstations,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",International Conference on Management of Data,1997
1827,253359,Temporal-aggregation-in-active-database-rules,"Iakovos Motakis, Carlo Zaniolo",International Conference on Management of Data,1997
1829,253362,Secure-transaction-processing-in-firm-real-time-database-systems,"Binto George, Jayant Haritsa",International Conference on Management of Data,1997
1848,253373,Data-warehousing-and-OLAP-for-decision-support,"Surajit Chaudhuri, Umeshwar Dayal",International Conference on Management of Data,1997
1851,253368,"Lessons-from-Wall-Street:-case-studies-in-configuration,-tuning,-and-distribution",Dennis Shasha,International Conference on Management of Data,1997
1855,253374,Query-optimization-at-the-crossroads,Surajit Chaudhuri,International Conference on Management of Data,1997
1886,234903,Scientists-called-upon-to-take-actions,Xiaolei Qian,ACM SIGMOD Record ,1996
1887,236712,Model-and-verification-of-a-data-manager-based-on-ARIES,Dean Kuo,ACM Transactions on Database Systems (TODS) ,1996
1890,245893,Spotfire:-an-information-exploration-environment,Christopher Ahlberg,ACM SIGMOD Record ,1996
1892,245885,"A-response-to-R.-Camps'-article-Domains,-relations-and-religious-wars",C. J. Date,ACM SIGMOD Record ,1996
1895,245886,"In-reply-to-Domains,-relations-and-religious-wars",Hugh Darwen,ACM SIGMOD Record ,1996
1896,245903,Report-from-the-NSF-workshop-on-workflow-and-process-automation-in-information-systems,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record ,1996
1906,248605,Integrating-modelling-systems-for-environmental-management-information-systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record ,1997
1908,245909,New-programs-at-DARPA-and-NSF,Xiolai Qian,ACM SIGMOD Record ,1996
1912,248615,Extraction-of-object-oriented-structures-from-existing-relational-databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record ,1997
1913,248616,An-overview-of-data-warehousing-and-OLAP-technology,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record ,1997
1924,249980,On-the-semantics-of-now-in-databases,"James Clifford, Curtis Dyreson, Tom&#225;s Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS) ,1997
1944,232622,The-building-blocks-for-specifying-communication-behavior-of-complex-objects:-an-activity-driven-approach,"Ling Liu, Robert Meersman",ACM Transactions on Database Systems (TODS) ,1996
1946,232691,Implementing-deductive-databases-by-mixed-integer-programming,"Colin Bell, Anil Nerode, Raymond T. Ng, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS) ,1996
1954,233318,SQL-query-optimization:-reordering-for-a-general-class-of-queries,"Piyush Goel, Bala Iyer",International Conference on Management of Data,1996
1955,233317,Rapid-bushy-join-order-optimization-with-Cartesian-products,"Bennet Vance, David Maier",International Conference on Management of Data,1996
1966,233331,Hot-mirroring:-a-method-of-hiding-parity-update-penalty-and-degradation-during-rebuilds-for-RAID5,"Kazuhiko Mogi, Masaru Kitsuregawa",International Conference on Management of Data,1996
1975,233337,Spatial-hash-joins,"Ming-Ling Lo, Chinya V. Ravishankar",International Conference on Management of Data,1996
1976,233344,Structures-for-manipulating-proposed-updates-in-object-oriented-databases,"Michael Doherty, Richard Hull, Mohammed Rupawalla",International Conference on Management of Data,1996
1990,233360,Cost-based-optimization-for-magic:-algebra-and-implementation,"Praveen Seshadri, Joseph M. Hellerstein, Hamid Pirahesh, T. Y. Cliff Leung, Raghu Ramakrishnan, Divesh Srivastava, Peter J. Stuckey, S. Sudarshan",International Conference on Management of Data,1996
1992,233368,A-query-language-and-optimization-techniques-for-unstructured-data,"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",International Conference on Management of Data,1996
2032,872798,Mapping-data-in-peer-to-peer-systems:-semantics-and-algorithmic-issues,"Anastasios Kementsietsidis, Marcelo Arenas, Ren&#233;e J. Miller",International Conference on Management of Data,2003
2046,872800,Scientific-data-repositories:-designing-for-a-moving-target,"Etzard Stolte, Christoph von Praun, Gustavo Alonso, Thomas Gross",International Conference on Management of Data,2003
2065,776996,Peer-to-peer:-harnessing-the-power-of-disruptive-technologies,Mario A. Nascimento,ACM SIGMOD Record ,2003
2081,872768,QC-trees:-an-efficient-summary-structure-for-semantic-OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",International Conference on Management of Data,2003
2084,872772,Rights-protection-for-relational-data,"Radu Sion, Mikhail Atallah, Sunil Prabhakar",International Conference on Management of Data,2003
2086,872775,XPRESS:-a-queriable-compression-for-XML-data,"Jun-Ki Min, Myung-Jae Park, Chin-Wan Chung",International Conference on Management of Data,2003
2088,872777,Containment-join-size-estimation:-models-and-methods,"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu",International Conference on Management of Data,2003
2091,872780,Warping-indexes-with-envelope-transforms-for-query-by-humming,"Yunyue Zhu, Dennis Shasha",International Conference on Management of Data,2003
2093,872783,On-schema-matching-with-opaque-column-names-and-data-values,"Jaewoo Kang, Jeffrey F. Naughton",International Conference on Management of Data,2003
2107,767144,Efficiently-publishing-relational-data-as-XML-documents,"Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
2109,767151,Answering-queries-using-views:-A-survey,Alon Y. Halevy,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
2115,767154,A-survey-of-approaches-to-automatic-schema-matching,"Erhard Rahm, Philip A. Bernstein",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001
2123,776988,XPath-processing-in-a-nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record ,2003
2135,758372,Objectivity-Industrial-Exhibit, Objectivity,Very Large Data Bases,1998
2158,673335,DISNIC-PLAN:-A-NICNET-Based-Distributed-Database-for-Micro-level-Planning-in-India,M. Moni,Very Large Data Bases,1996
2162,673162,Informix-Online-XPS:-A-Dynamically-Scalable-RDBMS-for-Open-Parallel-Platforms,Hannes Spintzik,Very Large Data Bases,1995
2170,671856,The-Zero-Latency-Enterprise,Dave Liles,Very Large Data Bases,2000
2173,958946,Preference-formulas-in-relational-queries,Jan Chomicki,ACM Transactions on Database Systems (TODS) ,2003
2183,672376,Walking-Through-a-Very-Large-Virtual-Environment-in-Real-time,"Lidan Shou, Jason Chionh, Zhiyong Huang, Yixin Ruan, Kian-Lee Tan",Very Large Data Bases,2001
2208,959079,Review-of-Web-caching-and-replication-by-Michael-Rabinovich-and-Oliver-Spatscheck.-Addison-Wesley-2002.,"Qiang Wang, Brian D. Davison",ACM SIGMOD Record ,2003
2211,672834,Including-Group-By-in-Query-Optimization,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,1994
2221,672829,Reasoning-About-Spatial-Relationships-in-Picture-Retrieval-Systems,"A. Prasad Sistla, Clement T. Yu, R. Haddad",Very Large Data Bases,1994
2247,672965,Investigation-of-Algebraic-Query-Optimisation-Techniques-for-Database-Programming-Languages,"Alexandra Poulovassilis, Carol Small",Very Large Data Bases,1994
2248,937601,Are-quorums-an-alternative-for-data-replication?,"Ricardo Jim&#233;nez-Peris, M. Pati&#241;o-Mart&#237;nez, Gustavo Alonso, Bettina Kemme",ACM Transactions on Database Systems (TODS) ,2003
2274,950491,Computing-complete-answers-to-queries-in-the-presence-of-limited-access-patterns,Chen Li,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003
2291,672980,GraphDB:-Modeling-and-Querying-Graphs-in-Databases,Ralf Hartmut G&#252;ting,Very Large Data Bases,1994
