,id,title,authors,venue,year
1859,conf/vldb/TamuraK99,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",VLDB,1999
1860,conf/sigmod/FreedmanD95,The SPIFFI Scalable Video-on-Demand System,"Craig S. Freedman, David J. DeWitt",SIGMOD Conference,1995
1864,conf/sigmod/WangJLY03,Containment Join Size Estimation: Models and Methods,"Haifeng Jiang, Hongjun Lu, Wei Wang, Jeffrey Xu Yu",SIGMOD Conference,2003
1872,journals/vldb/EvangelidisS97,"The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation","Betty Salzberg, David B. Lomet, Georgios Evangelidis",VLDB J.,1997
1898,conf/sigmod/DanS95,An Online Video Placement Policy based on Bandwith to Space Ratio (BSR),"Dinkar Sitaram, Asit Dan",SIGMOD Conference,1995
1915,conf/sigmod/SionAP03,Rights Protection for Relational Data,"Sunil Prabhakar, Radu Sion, Mikhail J. Atallah",SIGMOD Conference,2003
1919,conf/sigmod/ChenCPPSTM00,Internet Traffic Warehouse,"Claudio Petrone, Marco Mesiti, Munir Cochinwala, Patrizia Santa, Chung-Min Chen, Sunil Samtani, Marc Pucci",SIGMOD Conference,2000
1943,conf/sigmod/JonssonFS98,Interaction of Query Evaluation and Buffer Management for Information Retrieval,"Björn Þór Jónsson, Divesh Srivastava, Michael J. Franklin",SIGMOD Conference,1998
1960,journals/sigmod/MedskerCS95,A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,"Carl Medsker, Margaret Christensen, Il-Yeol Song",SIGMOD Record,1995
1965,conf/vldb/BassiliadesV95,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"Nick Bassiliades, Ioannis P. Vlahavas",VLDB,1995
1971,conf/vldb/NetzCBF00,Integration of Data Mining with Database Technology,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",VLDB,2000
1986,journals/sigmod/WuY00,Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,"Philip S. Yu, Kun-Lung Wu",SIGMOD Record,2000
2008,journals/tods/BeneventanoBS03,Description logics for semantic query optimization in object-oriented database systems,"Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano",ACM Trans. Database Syst.,2003
2021,conf/sigmod/VanceM96,Rapid Bushy Join-order Optimization with Cartesian Products,"Bennet Vance, David Maier",SIGMOD Conference,1996
2027,conf/sigmod/MogiK96,Hot Mirroring: A Study to Hide Parity Upgrade Penalty and Degradations During Rebuilds for RAID5,"Masaru Kitsuregawa, Kazuhiko Mogi",SIGMOD Conference,1996
2030,journals/sigmod/WangD03,Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002,"Qiang Wang, Brian D. Davison",SIGMOD Record,2003
2037,conf/sigmod/GoelI96,SQL Query Optimization: Reordering for a General Class of Queries,"Piyush Goel, Balakrishna R. Iyer",SIGMOD Conference,1996
2044,conf/sigmod/Ellison95,Keynote Address,Larry Ellison,SIGMOD Conference,1995
2058,conf/vldb/YagoubFIV00,Caching Strategies for Data-Intensive Web Sites,"Khaled Yagoub, Patrick Valduriez, Valérie Issarny, Daniela Florescu",VLDB,2000
2063,journals/tods/LiuM96,The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach,"Ling Liu, Robert Meersman",ACM Trans. Database Syst.,1996
2068,conf/sigmod/FreireHRRS02,StatiX: making XML count,"Jayant R. Haritsa, Juliana Freire, Maya Ramanath, Prasan Roy, Jérôme Siméon",SIGMOD Conference,2002
2076,conf/sigmod/KementsietsidisAM03,Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues,"Renée J. Miller, Anastasios Kementsietsidis, Marcelo Arenas",SIGMOD Conference,2003
2105,conf/sigmod/Grust02,Accelerating XPath location steps,Torsten Grust,SIGMOD Conference,2002
2134,journals/sigmod/GamacheS95,Addressing Techniques Used in Database Object Managers O2 and Orion,"Nadjiba Sahraoui, André Gamache",SIGMOD Record,1995
2150,conf/sigmod/ChenR94,Adaptive Selectivity Estimation Using Query Feedback,"Chung-Min Chen, Nick Roussopoulos",SIGMOD Conference,1994
2158,conf/sigmod/WhiteD95,Implementing Crash Recovery in QuickStore: A Performance Study,"Seth J. White, David J. DeWitt",SIGMOD Conference,1995
2182,conf/vldb/JagadishLRSS94,Dalí: A High Performance Main Memory Storage Manager,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",VLDB,1994
2186,conf/vldb/PacittMS99,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet",VLDB,1999
2205,conf/vldb/LometT95,Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet",VLDB,1995
2207,conf/vldb/Tygar98,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,VLDB,1998
2209,conf/sigmod/MotakisZ97,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997
2227,conf/sigmod/ZhuS03,Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu",SIGMOD Conference,2003
2250,journals/sigmod/GottlobKP03a,XPath processing in a nutshell,"Reinhard Pichler, Christoph Koch, Georg Gottlob",SIGMOD Record,2003
2261,conf/sigmod/LuMSS95,Efficient Maintenance of Materialized Mediated Views,"James J. Lu, Guido Moerkotte, Joachim Schü, V. S. Subrahmanian",SIGMOD Conference,1995
2264,conf/vldb/Ladin00,The Zero Latency Enterprise,Dave Liles,VLDB,2000
2285,conf/sigmod/Team02,Mid-tier caching: the TimesTen approach,Times-Ten Team,SIGMOD Conference,2002
2322,journals/sigmod/Date96,"A Response to R. Camps' Article ``Domains, Relations and Religious Wars''",C. J. Date,SIGMOD Record,1996
2352,conf/vldb/Dayal99,"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",Umeshwar Dayal,VLDB,1999
2360,journals/sigmod/Qian96a,Scientist's Called Upon to Take Actions,Xiaolei Qian,SIGMOD Record,1996
2364,conf/sigmod/MistryRSR01,Materialized View Selection and Maintenance Using Multi-Query Optimization,"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan",SIGMOD Conference,2001
2371,journals/tods/Snodgrass01a,Editorial,Richard T. Snodgrass,ACM Trans. Database Syst.,2001
2376,conf/vldb/ChavdaW97,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",VLDB,1997
2379,conf/vldb/MorimotoIM97,Efficient Construction of Regression Trees with Range and Region Splitting,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",VLDB,1997
2386,conf/sigmod/Squire95,Data Extraction and Transformation for the Data Warehouse,Cass Squire,SIGMOD Conference,1995
2426,conf/vldb/BaumannFRW97,Geo/Environmental and Medical Data Management in the RasDaMan System,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",VLDB,1997
2462,journals/vldb/ShanmugasundaramSBCLPR01,Efficiently publishing relational data as XML documents,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita",VLDB J.,2001
2466,conf/sigmod/DavisonG95,Dynamic Resource Brokering for Multi-User Query Execution,"Diane L. Davison, Goetz Graefe",SIGMOD Conference,1995
2467,conf/sigmod/KarbhariRXD02,ACDN: a content delivery network for applications,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",SIGMOD Conference,2002
2474,journals/tods/CliffordDIJS97,On the Semantics of ``Now'' in Databases,"Christian S. Jensen, Tomás Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",ACM Trans. Database Syst.,1997
2476,conf/vldb/KumarRRT99,Extracting Large-Scale Knowledge Bases from the Web,"Andrew Tomkins, Prabhakar Raghavan, Ravi Kumar, Sridhar Rajagopalan",VLDB,1999
2503,conf/sigmod/ShintaniK98,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,"Masaru Kitsuregawa, Takahiko Shintani",SIGMOD Conference,1998
2504,journals/sigmod/NorrieBSW94,The Database Research Group at ETH Zurich,"Hans-Jörg Schek, Moira C. Norrie, Gerhard Weikum, Stephen Blott",SIGMOD Record,1994
2517,conf/sigmod/BrinkhoffKSS94a,GENESYS: A System for Efficient Spatial Query Processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",SIGMOD Conference,1994
2520,journals/tods/FukudaMMT01,Data Mining with optimized two-dimensional association rules,"Takeshi Tokuyama, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Fukuda",ACM Trans. Database Syst.,2001
2525,conf/sigmod/SwamiS94,Estimating Page Fetches for Index Scans with Finite LRU Buffers,"Arun N. Swami, K. Bernhard Schiefer",SIGMOD Conference,1994
2530,conf/vldb/CareyD96,Of Objects and Databases: A Decade of Turmoil,"David J. DeWitt, Michael J. Carey",VLDB,1996
2539,conf/sigmod/LabrinidisR00,WebView Materialization,"Nick Roussopoulos, Alexandros Labrinidis",SIGMOD Conference,2000
2551,conf/vldb/SumiyaYTSI95,A Product Specification Database for Visual Prototyping,"Kouichi Yasutake, Kazutoshi Sumiya, Yoshihiko Imai, Hirohiko Tanaka, Norio Sanada",VLDB,1995
2562,journals/tods/CuiWW00,Tracing the lineage of view data in a warehousing environment,"Janet L. Wiener, Yingwei Cui, Jennifer Widom",ACM Trans. Database Syst.,2000
2567,journals/sigmod/ClementiniF00,Spatial Operators,"Eliseo Clementini, Paolino Di Felice",SIGMOD Record,2000
2574,journals/sigmod/ShethGJRSWW96,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",SIGMOD Record,1996
2578,conf/sigmod/ChaudhuriD97,Data Warehousing and OLAP for Decision Support (Tutorial),"Surajit Chaudhuri, Umeshwar Dayal",SIGMOD Conference,1997
2580,journals/sigmod/GroskySF02,Emergent Semantics and the Multimedia Semantic Web,"William I. Grosky, Farshad Fotouhi, D. V. Sreenath",SIGMOD Record,2002
2582,journals/sigmod/Stonebraker94,In Memory of Bob Kooi (1951-1993),Michael Stonebraker,SIGMOD Record,1994
2601,journals/sigmod/RossKMV02,Reminiscences on Influential Papers,"Kaladhar Voruganti, Renée J. Miller, Kenneth A. Ross, Flip Korn",SIGMOD Record,2002
2608,journals/sigmod/BarbaraCJW01,ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,"Daniel Barbará, Sushil Jajodia, Ningning Wu, Julia Couto",SIGMOD Record,2001
