Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,income
22,4,210165,15,10,4,3,1,4,1,0,0,-2.527028682837598e-05,38,1
68,4,144137,15,10,0,9,2,4,0,0,0,3.157756183825162e-05,38,0
-999,2,155657,9,13,0,4,4,4,0,0,0,1.1324746680436325e-05,38,0
23,0,72953,11,9,4,0,1,4,1,0,0,-1.9786370373966655e-06,38,0
69,6,107548,6,5,2,1,0,4,1,0,0,-7.184776301608533e-06,38,1
41,4,163258,9,13,4,13,1,4,1,0,0,9.873056940796049e-06,38,0
33,4,221324,11,9,4,7,4,2,0,0,0,4.953946150345414e-06,38,0
18,4,444822,1,7,4,12,3,4,0,0,0,9.214748803451133e-07,25,0
17,4,154398,1,7,4,8,3,2,1,0,0,4.583346336408116e-06,14,0
31,4,120672,1,7,,6,2,2,1,0,1721,1720.9999988728039,38,0
50,4,159650,15,10,2,13,0,4,1,0,0,4.018622657173021e-06,38,1
62,4,290754,0,6,6,6,1,4,0,0,0,7.263628509535037e-06,38,0
41,4,49654,11,9,,1,4,4,0,0,0,3.4331687408202706e-06,38,0
20,1,147352,11,9,4,8,1,4,0,0,0,2.9092189832191896e-06,38,1
23,4,227943,7,12,4,12,3,4,1,0,0,1.3928601332111814e-05,38,0
18,4,423024,11,9,4,8,1,4,1,0,0,-1.5971071194184564e-05,38,0
53,0,64322,5,4,5,0,1,4,1,0,0,-7.978822785584308e-06,38,0
42,4,445940,6,5,2,3,0,4,1,0,0,2.6560685981022587e-07,25,0
23,4,230824,9,13,,10,1,4,1,0,0,-7.29867582929241e-06,38,0
43,4,48882,11,9,0,1,2,4,0,0,0,-3.96032538243941e-06,38,0
-999,4,168195,11,9,2,12,0,4,1,0,0,1.2877417828900443e-05,38,0
53,2,188644,4,3,2,8,0,4,1,0,0,-1.4897097395772508e-06,25,0
28,4,136077,0,6,4,6,1,4,1,0,0,-1.8292110277139742e-05,38,0
28,7,119793,15,10,2,11,0,4,1,999,0,-4.23341729334279e-06,38,0
44,4,336513,15,10,2,10,0,4,1,0,0,5.811317413387206e-07,38,0
58,4,186991,11,9,2,7,0,4,1,0,0,3.968953245632687e-07,38,1
25,0,218948,5,4,4,0,1,4,0,0,0,5.560374413464145e-06,25,0
26,4,211435,11,9,4,7,4,4,0,999,0,4.743885747554738e-06,38,1
36,6,280169,15,10,2,5,0,4,1,3456,0,-1.3882609852598578e-06,38,0
27,4,109997,11,9,0,8,1,4,0,0,0,-1.1930397582454334e-05,38,0
39,4,286789,10,16,2,4,0,4,1,0,0,-4.4113925163756246e-06,38,1
25,4,102460,9,13,2,4,0,4,1,0,0,-6.227765566217983e-06,38,0
17,4,287160,1,7,4,8,3,4,0,0,0,-2.8510380268625603e-06,38,1
39,4,198097,9,13,0,4,1,4,1,999,0,6.9116853525788696e-06,38,0
52,4,119111,11,9,2,7,0,4,1,0,0,4.041027495637524e-06,38,0
24,4,174461,9,13,4,12,1,4,0,0,0,8.240057137416857e-06,38,0
26,6,281678,8,11,2,5,0,4,1,0,0,-3.84083203602794e-06,38,0
24,0,377725,9,13,4,0,1,4,0,999,0,1.5083607682847335e-05,38,0
32,4,151053,11,9,2,6,0,4,1,999,0,6.728385125967203e-06,38,1
49,2,186539,12,14,2,11,0,4,1,0,0,1.1223468184195727e-06,38,1
20,0,149478,15,10,4,0,2,4,0,0,0,6.033465843779694e-06,38,0
40,4,198452,1,7,2,5,0,4,1,0,0,-6.7576041463103155e-06,38,0
52,4,198863,14,15,0,4,1,4,1,0,2559,2558.9999789124577,38,0
33,4,176711,11,9,4,1,1,4,1,0,0,-6.066963690697782e-06,38,1
19,4,165310,11,9,2,7,2,4,1,0,0,7.474569572421685e-06,38,0
37,4,213008,8,11,2,10,0,4,1,0,0,8.021603968896354e-07,23,0
21,7,38251,15,10,4,13,3,4,0,0,0,-1.3683447267787338e-06,38,0
33,4,125761,15,10,,1,1,4,1,0,0,-8.47840070777728e-06,38,0
-999,4,148645,7,12,0,10,1,4,0,0,0,-1.955825825916536e-05,38,1
48,4,273435,11,9,2,3,0,4,1,0,1579,1579.0000142484562,38,0
43,4,208613,9,13,5,13,1,4,1,0,0,-2.078947418116072e-06,38,0
32,4,192565,11,9,2,7,0,4,1,0,0,-4.29537981897191e-06,38,1
28,4,183885,11,9,,8,3,4,1,0,0,-6.716462670918723e-06,38,1
47,6,243631,9,13,2,10,0,1,1,0,0,1.2545224776266291e-05,34,1
37,4,191754,9,13,2,1,0,4,1,0,0,8.813508123793845e-06,38,1
26,4,261278,15,10,5,12,2,2,1,0,0,-9.672394642109539e-06,38,0
55,4,127014,11,9,2,8,0,4,1,0,0,1.164542965043535e-05,38,0
40,4,197919,7,12,0,12,4,4,0,0,0,-1.4507041892126722e-06,38,0
-999,4,217460,9,13,2,4,0,4,1,0,0,-6.105421879872273e-06,38,0
39,4,86551,11,9,2,8,0,4,1,0,0,-2.936123867975505e-06,38,0
54,5,98051,15,10,2,12,0,4,1,0,0,-7.83297250514897e-06,38,0
38,4,215917,15,10,2,12,0,1,1,0,0,-1.3208771027487903e-05,29,0
53,6,192982,11,9,,5,0,4,1,0,0,7.761309655085894e-06,38,1
27,6,334132,7,12,4,10,1,4,0,0,0,-2.20704859031468e-06,38,0
42,4,136986,9,13,2,4,0,4,1,999,0,6.172095336452707e-06,38,1
62,4,116812,15,10,0,1,1,4,0,0,0,2.872133311295464e-06,38,0
47,4,189123,1,7,2,1,0,4,1,999,1485,1485.000005485411,38,0
26,4,89648,9,13,4,4,1,4,0,999,0,-2.045986805407087e-05,38,0
33,0,190027,11,9,,0,4,2,0,0,0,-8.667602493570171e-06,38,0
59,4,99248,15,10,,8,1,4,1,0,0,5.693647554018482e-06,38,0
42,4,57600,11,9,0,10,1,4,0,0,0,-1.274830694135968e-05,38,0
25,4,199224,9,13,2,10,0,4,1,0,0,3.730650838122315e-06,38,1
58,4,140363,11,9,0,12,1,4,1,0,0,-1.390704580018575e-05,38,0
30,4,308812,15,10,4,12,1,4,0,0,0,1.6443983494694193e-07,38,0
21,4,275421,15,10,,3,3,4,0,0,0,1.6099903939360568e-05,38,0
61,4,213321,11,9,2,11,0,4,1,0,0,7.746001153316248e-06,38,0
33,4,157747,7,12,2,6,0,4,1,0,0,-1.8507409474407344e-05,38,0
51,4,182314,12,14,2,13,0,4,1,0,0,8.483714043161848e-06,38,1
-999,4,220589,15,10,6,4,1,4,0,0,0,1.8222382267295833e-05,38,0
55,0,208640,11,9,2,0,0,4,1,0,0,2.7970160101617393e-05,38,1
29,6,189346,15,10,0,3,1,4,1,2202,0,4.750757374686893e-06,38,0
46,4,124071,12,14,6,10,1,4,0,0,0,-1.364419923885355e-05,38,0
35,1,20469,15,10,0,4,4,1,0,0,0,4.346779780244295e-06,29,0
31,4,154227,11,9,2,3,0,4,1,0,0,1.5960335983414646e-05,38,1
37,4,105044,15,10,2,4,0,4,1,0,0,-1.8708817975030358e-06,38,1
43,4,35910,15,10,2,12,0,4,1,999,0,1.0431089228825582e-05,38,1
23,4,189203,11,9,4,12,1,4,1,0,0,-8.39602998877688e-06,38,1
41,4,116493,11,9,0,3,1,4,1,13550,0,3.7235325312685077e-06,38,1
42,2,19700,9,13,2,10,5,4,0,0,0,-2.4895795151701276e-05,38,1
26,4,48718,0,6,4,1,1,4,0,999,0,-9.503353818367181e-06,38,0
45,4,106113,15,10,2,4,0,4,1,0,0,-6.120647281855994e-08,38,0
25,4,256263,7,12,2,12,0,4,1,0,0,-3.633567305764357e-06,38,0
33,0,202498,5,4,5,0,1,4,1,0,0,-1.3006174942757465e-05,13,1
38,4,120074,9,13,,7,0,4,1,0,0,-4.99656198084956e-06,38,1
-999,4,122922,11,9,4,4,1,4,0,0,0,3.2965504846799674e-06,38,0
68,6,116903,8,11,2,10,0,4,1,0,2149,2148.999999137724,38,0
42,2,222596,11,9,2,3,0,4,1,999,0,6.093756987086884e-07,38,1
-999,4,107302,12,14,2,12,0,4,1,0,0,7.319688030857388e-06,18,1
36,4,156400,15,10,0,1,4,4,0,0,0,-3.4316270073324652e-06,38,0
33,4,53373,11,9,2,3,0,4,1,999,0,1.3591778830519146e-05,38,0
22,4,58916,15,10,4,1,1,4,0,0,0,-9.892710661014126e-06,38,0
45,2,167159,9,13,2,11,0,4,1,0,0,1.928002553059519e-05,38,1
24,4,283806,15,10,4,8,1,4,0,0,0,1.1130386304942626e-05,38,0
57,4,140426,3,2,3,8,1,4,1,0,0,-3.5599778051222193e-06,0,0
36,2,61778,11,9,2,10,0,4,1,15024,0,-2.893187042310805e-06,38,1
-999,4,33310,11,9,,1,1,4,0,999,0,2.0673559161173594e-06,38,0
26,6,202560,15,10,4,10,3,4,0,999,0,5.986709298719768e-06,38,1
25,6,60828,15,10,4,5,3,4,0,0,0,1.094548275233457e-05,38,0
53,7,153486,15,10,2,5,0,4,1,0,0,-1.3405912480150834e-05,38,1
28,2,167536,7,12,6,10,4,4,1,0,0,4.374426220612471e-06,38,0
30,2,370990,12,14,,10,1,4,0,999,0,-2.1165142524627152e-05,38,0
38,6,198867,1,7,2,3,0,4,1,0,0,-1.773004858354834e-06,38,0
37,2,174924,15,10,0,11,4,4,1,0,0,1.4539125037874581e-05,11,0
30,4,175856,12,14,2,10,0,4,1,0,0,-1.4176090322184986e-05,38,0
-999,4,169628,11,9,2,7,5,2,0,999,0,-1.5992377860316626e-05,0,0
29,0,125159,15,10,4,0,1,2,1,0,0,2.2079509954797583e-06,0,0
31,4,220690,15,10,0,3,1,4,1,0,0,1.3874291641726019e-05,38,1
36,4,160035,11,9,,3,0,4,1,3908,0,3.25395451085322e-06,38,0
59,6,116878,11,9,,4,0,4,1,999,0,-1.9046178968815513e-05,12,1
33,6,134737,11,9,2,3,0,4,1,0,0,-1.683128413046274e-05,38,0
29,4,81648,11,9,2,12,0,4,1,0,1887,1887.0000009774644,38,0
49,7,122177,15,10,2,7,0,4,1,0,0,-1.1792424192957675e-05,38,1
50,1,69614,0,6,5,3,1,4,1,0,0,1.3668629390565614e-06,38,0
33,4,112115,9,13,2,4,0,4,1,0,1902,1902.000001959951,38,1
28,4,299422,5,4,2,6,0,4,1,999,0,-4.897575106577107e-06,25,0
81,0,162882,11,9,0,0,1,4,0,0,0,1.8147542939488132e-05,38,1
24,4,112854,15,10,4,13,1,4,0,0,0,5.90467204934292e-06,38,0
32,6,33417,15,10,2,3,0,4,1,0,0,1.2115908787941764e-05,38,0
47,1,224559,11,9,2,14,0,2,1,999,0,9.205817582716222e-06,38,0
44,0,468706,11,9,2,0,0,2,1,0,0,-1.5007356194986771e-06,38,1
24,4,357028,15,10,,4,3,4,1,0,0,-1.944472513393481e-06,38,0
37,2,51158,15,10,2,13,5,4,0,7298,0,-2.9762003682877062e-06,38,1
51,4,186303,9,13,2,12,0,4,1,0,0,6.811022525002439e-06,38,1
52,4,127749,11,9,2,14,0,4,1,0,0,-6.503651773718637e-06,38,0
22,4,291386,15,10,4,1,1,4,0,999,0,1.725032942034568e-05,38,0
28,4,138054,7,12,4,8,1,3,1,0,0,-7.458693036723931e-06,38,0
47,6,174533,15,10,2,3,0,4,1,0,0,2.144750722970285e-06,38,0
43,4,200835,11,9,2,3,0,4,1,0,0,-2.2908081204594865e-06,38,0
25,4,108658,11,9,4,4,1,4,1,0,0,-4.507933143865267e-06,38,0
43,4,180985,15,10,2,14,0,4,1,0,0,2.172346852463613e-05,38,1
25,4,34803,9,13,4,4,3,4,0,0,0,-4.3905434141246315e-06,38,0
59,4,75867,12,14,2,10,0,4,1,0,0,-3.047211809924265e-06,38,0
-999,4,156819,7,12,0,10,4,4,0,0,0,-6.641335984558899e-06,38,0
30,4,61272,6,5,2,7,5,4,0,0,0,4.104061568892288e-07,31,0
24,4,39827,15,10,2,7,5,3,0,0,0,-1.0130636734269397e-06,32,0
38,4,130007,9,13,,8,1,4,1,0,0,-1.1192531307043046e-05,38,0
37,6,80324,11,9,2,4,0,4,1,0,0,-4.243698643476564e-06,38,1
26,4,322614,13,1,3,7,1,4,1,0,1719,1719.0000060968655,25,0
30,4,140869,11,9,4,8,4,4,0,0,0,1.026986849421954e-05,38,0
73,2,181902,12,14,2,10,0,4,1,0,0,2.4000612965480234e-07,30,1
30,4,287908,11,9,,7,0,2,1,0,0,5.899479065320936e-07,38,0
33,4,309630,11,9,2,8,0,4,1,0,0,-3.609950717652766e-06,38,0
46,4,28225,15,10,2,14,0,4,1,0,0,-5.02441701957883e-06,38,0
40,0,428584,11,9,2,0,5,2,0,3464,0,-9.195730298823025e-06,38,0
18,4,39222,1,7,4,8,3,4,1,999,0,-1.5566494542389516e-05,38,0
35,4,359131,9,13,2,10,5,4,0,999,0,-7.024466741065369e-06,0,1
22,4,122272,11,9,4,1,3,4,0,999,0,9.040528673405136e-06,38,0
50,5,198400,11,9,2,12,0,2,1,0,0,-4.244169426971772e-06,38,1
62,0,73091,5,4,6,0,1,2,1,0,0,-3.4601868369404196e-06,38,0
39,5,283338,9,13,2,4,0,4,1,7298,0,-3.6548519971464725e-06,38,0
22,4,208946,15,10,4,12,3,4,1,0,0,1.2447076658327341e-05,38,1
33,4,348416,11,9,4,1,4,2,0,0,0,-9.283825705313375e-06,38,1
31,4,379046,11,9,4,6,3,1,0,0,0,2.7705333838999353e-06,39,0
29,4,183887,9,13,4,1,3,4,1,0,0,-6.846613357016399e-07,38,0
38,6,127961,15,10,2,7,0,4,1,0,0,6.79268250947688e-07,38,1
24,4,211129,9,13,4,12,3,4,0,0,0,2.443504071164504e-06,38,1
-999,2,187649,11,9,5,11,2,4,0,0,0,5.716494026807006e-07,38,0
49,1,94754,12,14,2,1,0,4,1,0,0,7.930218866509194e-06,38,1
-999,4,231826,5,4,2,7,0,4,1,0,0,-2.925732796292888e-07,25,0
28,4,142764,11,9,4,7,1,4,1,0,0,1.7443763934256978e-05,38,0
22,4,126822,9,13,4,1,3,4,0,0,0,4.4479938966846095e-07,38,1
37,4,188069,11,9,2,7,0,4,1,0,0,-1.70346688260027e-05,38,1
30,4,284395,11,9,2,3,0,4,1,0,0,6.383103581437317e-06,38,0
49,4,31267,5,4,2,3,0,4,1,0,0,3.920968052597819e-06,38,0
29,4,161444,11,9,,4,0,4,1,0,0,3.2545031761924385e-07,4,0
25,4,144483,11,9,5,4,4,4,0,999,0,-2.5957131562114455e-06,38,0
36,4,133655,11,9,3,1,4,4,0,0,0,-2.114619066459786e-05,38,1
36,7,112074,10,16,4,10,1,4,1,0,0,-1.9468440622656753e-05,38,1
21,4,249727,11,9,,8,3,4,1,0,0,1.6475192204974813e-05,38,0
18,4,165754,15,10,4,8,3,4,0,0,0,-5.85502603099387e-06,38,1
30,2,172822,8,11,,11,1,4,1,0,0,9.656204275522086e-06,38,0
-999,4,288433,15,10,4,1,3,2,0,0,0,-1.6030332732404618e-05,38,0
40,4,33331,15,10,2,14,0,4,1,0,0,-1.0468582953682658e-05,38,0
43,4,168071,11,9,2,4,0,4,1,0,0,6.786409468817158e-06,38,0
45,4,207277,9,13,2,4,0,4,1,0,0,-1.02501035698633e-06,38,1
29,4,130620,15,10,3,12,3,1,0,0,0,5.37667171989379e-06,18,0
40,4,136244,15,10,2,1,5,4,0,0,0,-1.36325659298077e-07,38,1
43,4,972354,15,10,2,8,0,4,1,0,0,-2.0767196400660864e-06,38,0
20,4,245297,15,10,4,8,1,4,0,0,0,-6.800438281748904e-06,38,0
32,7,71151,9,13,2,13,0,4,1,0,0,-1.194002655930001e-05,38,0
19,4,118352,15,10,4,8,3,4,0,999,0,1.4027012897324987e-05,38,0
21,4,117210,11,9,4,7,3,4,1,0,0,1.567309106129881e-05,38,0
23,4,120068,8,11,2,6,0,4,1,0,0,-1.038702954744184e-05,38,0
24,4,48343,1,7,4,8,1,2,0,0,0,-1.1040791020069483e-05,38,0
52,4,84451,8,11,0,8,1,4,1,0,0,-3.477731424220924e-06,38,0
-999,0,76437,15,10,0,0,4,4,0,0,0,3.404350148631521e-06,38,1
19,4,281704,15,10,4,8,1,4,1,0,0,-1.8181820795666938e-06,38,0
54,4,123011,15,10,2,12,0,4,1,0,0,4.9952006524772136e-06,38,1
-999,4,104729,11,9,0,7,2,4,0,0,0,-4.924894761136566e-07,38,0
-999,4,110134,15,10,0,7,1,4,1,0,0,-1.1463114144923348e-06,38,1
17,4,186067,0,6,4,13,3,4,1,0,0,2.413078736769869e-05,38,0
47,4,214702,11,9,0,8,4,4,0,0,0,-5.25203251595307e-06,32,0
46,4,384795,9,13,0,10,4,2,0,0,0,1.6399468928245474e-05,38,1
30,4,175931,15,10,,6,0,4,1,0,0,1.446863067680864e-05,38,0
58,4,366324,15,10,2,8,5,4,0,0,0,5.04093506584649e-06,38,0
48,4,118717,9,13,0,10,1,2,0,0,0,-1.9261318364495256e-05,38,0
23,4,219835,15,10,4,11,3,4,1,0,0,3.1057490362961775e-07,25,0
23,4,176486,8,11,4,1,3,4,0,0,0,-5.1469475739554696e-06,38,0
45,4,273435,11,9,,3,0,4,1,0,0,2.0090691440473632e-07,38,0
20,4,182661,15,10,4,12,3,2,1,0,0,-1.0629667923878823e-05,38,0
26,4,212304,5,4,,7,3,4,1,0,0,7.5625794905005255e-06,38,0
50,2,133963,9,13,4,10,3,4,0,0,0,9.849850271110659e-06,38,1
49,4,165152,11,9,,12,0,4,1,0,0,1.1700243020669414e-05,38,0
26,4,274724,15,10,4,8,2,4,1,0,0,-3.821787163845341e-06,26,0
47,4,196707,14,15,0,1,1,4,1,0,0,-1.0594251020467733e-05,38,0
31,4,213002,2,8,4,12,1,4,1,4650,0,3.516814164707848e-06,38,0
19,0,26620,15,10,,0,3,4,0,0,0,1.7560743221487414e-05,38,0
23,4,361481,0,6,2,8,0,4,1,0,0,6.938963461353379e-07,0,0
35,4,148581,11,9,2,3,0,4,1,0,1740,1740.0000045229708,38,0
46,4,459189,15,10,2,3,0,4,1,0,1902,1901.9999976507656,38,1
28,6,214689,1,7,4,3,1,4,1,999,0,-5.03470205895763e-06,38,0
58,4,289364,15,10,2,4,0,4,1,7688,0,6.582759386044988e-06,38,1
21,4,174907,11,9,4,1,3,4,0,0,0,-1.060667673388657e-06,38,1
50,6,348099,0,6,0,12,1,4,0,0,0,4.0352291152933e-06,38,0
30,0,104965,6,5,4,0,1,4,0,0,0,5.075068572770276e-06,38,0
31,4,31600,9,13,,10,1,4,0,0,0,3.475168391389082e-06,38,0
31,6,286282,9,13,2,1,5,4,0,0,0,5.578553193877402e-06,38,0
35,6,181705,11,9,2,3,0,4,1,999,0,-8.530057327600916e-06,38,1
33,4,238912,10,16,2,10,0,4,1,0,0,-9.140293563468316e-06,38,1
-999,4,134737,12,14,2,10,0,4,1,7688,0,-4.2621606607256387e-07,38,1
67,0,157403,14,15,2,0,0,4,1,6418,0,-1.856132026124766e-07,38,1
37,4,197429,11,9,,6,0,4,1,0,0,-5.223228267196287e-06,38,1
48,4,47343,12,14,2,10,0,4,1,0,0,2.410002964146757e-06,38,0
34,1,67083,9,13,,4,4,1,1,1471,0,9.082174308340398e-06,1,1
24,4,249957,15,10,4,4,3,4,1,999,0,1.1875118741534862e-05,38,0
55,4,175942,11,9,0,9,1,4,0,0,0,1.4122618726471562e-05,10,0
50,4,192982,11,9,2,13,0,4,1,0,1848,1847.9999868519833,38,1
40,4,209547,9,13,2,12,0,4,1,0,1977,1976.9999883700143,38,0
33,4,142675,9,13,4,6,1,4,1,999,0,-2.896453934416463e-06,38,0
51,1,190333,15,10,2,3,0,4,1,0,0,8.028654100737627e-07,38,0
30,4,196396,15,10,,7,1,4,1,0,0,-2.3841800385698886e-06,38,0
41,4,166740,11,9,2,7,0,4,1,999,0,-5.526393301825496e-06,38,0
47,2,174533,8,11,2,4,0,4,1,0,0,-3.044182401973722e-06,38,1
27,4,210867,5,4,4,5,3,4,1,0,0,4.83313822432503e-06,0,0
37,4,118486,9,13,,10,4,4,0,4934,0,-1.3296224467920325e-05,38,1
40,4,144067,8,11,2,3,0,4,1,0,0,2.3433571725871026e-05,38,0
-999,4,106964,11,9,2,7,0,4,1,0,0,2.099354338429932e-07,38,1
37,4,178136,11,9,2,7,0,2,1,0,0,1.0508473942287251e-05,38,0
38,4,196554,14,15,5,10,1,4,1,0,0,-5.8000489496450765e-06,38,1
40,6,403550,15,10,2,3,0,4,1,0,0,5.743495925247685e-06,38,0
35,4,498216,9,13,0,4,4,4,0,0,0,1.0009107282857571e-06,38,0
47,6,192755,11,9,2,7,5,4,0,0,0,8.568083938882932e-06,38,1
-999,0,53738,15,10,,0,3,4,1,999,0,-1.98646917823752e-06,38,0
33,4,156192,12,14,2,10,0,4,1,0,0,1.5515635670896783e-05,38,1
45,4,189802,15,10,0,1,1,4,0,0,0,-1.492055847487044e-05,38,0
-999,0,213149,15,10,2,0,0,4,1,0,1825,1825.0000094937384,38,1
-999,6,179171,11,9,4,12,4,2,0,0,0,1.1871975553304809e-06,11,0
32,4,77634,1,7,2,1,0,4,1,0,0,-1.0183266983729437e-05,38,0
23,4,189830,15,10,2,8,0,2,1,0,0,1.95206587004711e-05,38,0
-999,4,127190,11,9,4,8,3,4,0,0,0,1.848697726567579e-05,38,1
44,0,174147,15,10,2,0,0,4,1,0,0,-2.0738707448234553e-05,38,0
20,4,138107,11,9,4,6,3,2,1,0,0,1.767843873458247e-06,38,1
44,5,269733,9,13,2,12,0,4,1,0,0,7.056625547307366e-06,38,0
41,7,227734,11,9,2,1,0,4,1,3464,0,4.417048083178151e-06,38,0
-999,4,318822,15,10,4,1,2,4,0,0,0,1.5155296082784333e-05,38,0
48,4,48885,11,9,0,8,1,4,0,0,0,1.3076327075146147e-05,38,0
45,4,205424,15,10,2,12,0,4,1,999,0,2.651873563171819e-06,38,1
40,4,173858,5,4,2,8,0,1,1,0,0,2.2771036124116366e-05,1,1
-999,4,202450,11,9,2,3,0,4,1,0,0,9.36846522707577e-06,38,1
-999,4,154779,15,10,,12,2,3,0,0,0,-3.5141449517792246e-06,38,0
33,4,180551,15,10,5,1,4,4,0,0,0,-5.5234759482835165e-06,38,0
30,4,177522,11,9,2,1,3,4,0,0,0,1.243341502973608e-05,38,0
23,4,277328,15,10,4,6,3,4,1,0,0,-7.92954226530442e-06,5,1
34,4,112584,0,6,0,8,4,4,0,0,0,-4.097382794584773e-06,38,0
48,7,85384,15,10,2,3,0,4,1,0,0,-2.395718914548481e-06,38,1
32,0,123971,1,7,0,0,1,4,0,0,0,3.5565339327615068e-06,38,0
-999,4,69019,15,10,2,3,0,2,1,0,0,-1.934583629615818e-06,38,1
22,4,112847,11,9,4,1,3,1,1,999,0,-1.3169708964801387e-05,38,1
60,6,52900,11,9,2,3,0,4,1,0,0,1.1620797379907635e-05,38,1
-999,4,37937,9,13,2,4,0,4,1,0,0,-4.043986487851152e-06,38,0
45,4,59380,9,13,5,4,1,4,0,0,0,2.019935268799492e-05,38,0
47,4,114770,11,9,0,8,3,4,0,0,0,3.039900072598394e-06,38,0
-999,4,216481,12,14,2,4,5,4,0,0,0,1.2672074844021593e-05,38,1
34,4,176469,9,13,4,12,1,4,1,0,0,6.308615141807927e-06,38,0
34,4,176831,9,13,0,10,4,4,0,0,0,1.3150562714566264e-05,38,1
39,1,410034,11,9,2,1,0,4,1,0,0,5.703389962644321e-06,38,0
29,4,93662,15,10,0,10,4,4,0,0,0,2.3516883399180647e-06,38,0
42,5,144236,15,10,4,12,1,4,1,0,0,1.0932340918565167e-05,38,0
48,4,240917,1,7,5,8,1,2,0,0,0,2.4859721145920527e-05,38,1
53,4,608184,9,13,2,4,0,2,1,0,1902,1901.9999973020306,38,1
51,4,243361,15,10,6,1,4,4,0,0,0,7.949269877250142e-06,38,0
44,6,35166,9,13,2,5,0,4,1,0,0,-5.244922510148694e-08,38,1
46,5,182655,8,11,2,4,0,4,1,0,0,5.060590204930345e-06,38,0
-999,4,142717,10,16,0,3,1,4,0,4787,0,4.2158557576533894e-07,38,0
32,4,272944,15,10,4,3,1,4,0,0,0,-2.157742885710403e-05,38,0
22,0,219233,11,9,4,0,3,2,1,999,1602,1601.9999979981328,38,0
24,4,228686,15,10,,8,1,4,1,0,0,9.995550728085343e-06,38,0
33,4,236818,8,11,4,10,4,2,0,0,0,-7.652066232685705e-06,38,0
47,6,117865,11,9,1,3,0,4,1,0,0,9.209464430715432e-06,38,0
64,6,106538,12,14,0,10,1,4,1,0,0,1.836091643903449e-06,38,0
62,4,153891,9,13,2,4,0,4,1,0,0,-1.914905308542092e-06,38,0
52,4,190909,11,9,,4,0,4,1,0,0,9.058153852833678e-06,38,1
39,4,191002,11,9,,12,1,4,0,0,0,6.810315435642617e-06,30,0
42,4,89073,11,9,,10,0,4,1,999,0,4.2054707119803525e-06,38,1
38,1,238342,9,13,2,12,0,4,1,999,0,1.0159002027804142e-05,38,0
55,4,259532,5,4,2,14,0,4,1,0,0,2.030983195885807e-06,38,1
29,0,189282,11,9,2,0,1,4,0,0,0,-1.644666032989024e-05,38,1
42,4,132481,7,12,0,10,1,4,0,0,0,-3.7812087313231942e-06,38,1
30,4,205659,7,12,2,4,5,4,0,999,0,-1.804402422779866e-05,36,1
32,4,182323,6,5,2,3,0,4,1,0,0,6.57364826208634e-06,38,1
-999,0,216256,11,9,2,0,0,4,1,3464,0,8.961998392929678e-06,38,1
50,1,166419,1,7,,12,1,2,0,3674,0,9.417022421330419e-06,38,0
27,4,152246,11,9,4,7,3,1,1,0,0,4.89094699229804e-06,29,0
47,4,155659,11,9,2,4,0,4,1,999,0,9.679251293892989e-06,38,0
33,4,155198,6,5,0,7,1,4,1,0,0,-1.576603338267461e-05,38,0
-999,6,100931,15,10,4,1,1,4,1,0,0,-1.075669217942876e-06,38,0
23,4,162945,5,4,4,8,3,4,1,0,0,-1.414915988808215e-05,38,0
31,1,334346,9,13,2,4,0,4,1,0,0,-3.5832961280588912e-06,38,1
26,4,181597,15,10,2,7,0,2,1,0,0,1.6162517359327575e-05,38,0
61,6,133969,11,9,2,12,0,1,1,0,0,1.0932371823546939e-05,34,0
50,4,210217,9,13,0,12,4,2,1,999,0,6.622854064744218e-06,38,0
49,4,169711,8,11,2,10,0,4,1,0,0,-1.8162022860064316e-06,11,1
57,0,300104,4,3,2,0,0,4,1,7298,0,-9.935947844455818e-06,38,1
19,4,271521,11,9,4,8,2,1,1,0,0,1.87027683784429e-06,38,0
-999,4,51255,1,7,4,6,3,4,1,0,0,1.1106758318223067e-05,38,0
44,6,26669,7,12,2,8,5,4,0,0,0,4.0987148925923425e-06,38,0
54,4,194580,8,11,,12,0,4,1,0,0,-1.585690789184562e-05,38,1
-999,7,177974,11,9,2,11,0,4,1,0,0,1.0461089711583527e-06,38,1
27,7,315640,12,14,4,10,1,1,1,0,0,-1.913328192066348e-05,3,0
50,5,136913,11,9,2,5,0,4,1,0,0,8.041838331060075e-06,38,0
-999,7,230961,11,9,2,3,0,4,1,0,0,-6.9300774806671515e-06,38,0
28,4,167062,15,10,0,1,4,4,1,0,0,-1.223121399852933e-05,38,0
47,4,120131,11,9,2,4,0,4,1,0,0,8.179306627322034e-06,38,0
21,4,243368,13,1,4,5,1,4,1,0,0,5.593778371839864e-06,25,0
-999,4,171876,14,15,4,10,1,4,0,999,0,2.3239896241421094e-06,38,0
19,4,136866,11,9,4,3,3,4,1,0,0,2.1917079471510512e-05,38,0
40,4,316820,15,10,2,8,0,4,1,0,1485,1485.0000063499983,38,1
55,4,185459,12,14,2,12,0,4,1,999,0,-6.449569299273671e-06,38,0
-999,0,81761,11,9,0,0,3,4,1,0,0,5.192038674849416e-06,38,0
31,4,43716,8,11,0,7,4,4,1,0,0,-2.8607734339644295e-06,38,0
30,4,220939,8,11,0,4,1,4,1,999,0,1.2667588218970022e-05,38,0
