race,gender,loan_type,applicant_age,lien_status,LV,DI,income_brackets,action_taken
1,0,6.000009672992358,1,1.0,1.0000044809936393,6,3,1
1,1,4.000015167926572,1,1.0,0.9999831440268262,4,3,1
0,1,4.999992030890107,1,1.0,5.380344399282511e-06,5,3,1
1,1,3.000003019707425,0,,0.9999896569194833,3,3,1
1,0,5.9999927460847795,1,,1.000002352761116,6,0,0
1,1,4.999993715152699,0,1.0,0.999985762655646,5,3,1
-9999,1,5.000007744947038,0,1.0,-9998.999995536778,5,2,1
1,1,4.999999614617382,1,1.0,0.9999919340109569,5,3,1
1,0,-9998.99998260352,1,1.0,0.9999871736534974,-9999,2,1
1,0,5.999995177675213,1,,1.0000071382013649,6,2,1
1,0,5.000009993363324,0,1.0,1.0000024164452168,5,2,1
1,1,6.00000097413413,0,1.0,0.9999938602319861,6,3,1
0,0,5.000007957780097,1,1.0,1.4511788490210643e-05,5,3,1
-9999,1,-9999.000004471576,1,1.0,-9999.000004406524,-9999,2,1
1,0,4.999999504411624,0,1.0,1.0000003210767396,5,3,1
0,0,4.999998845011207,1,1.0,2.6891344767860097e-06,5,1,1
0,1,6.999991639428852,0,1.0,-6.196659341286136e-06,7,2,1
0,1,5.000006620815346,0,1.0,4.7113629339992935e-06,5,2,1
1,0,2.0000065024900557,0,-9999.0,0.9999946654765284,2,4,1
1,1,6.000005935546949,-9999,1.0,0.9999958836167778,6,3,1
1,1,3.000015369656539,0,1.0,1.0000136264263981,3,3,1
0,0,4.000014493448012,0,1.0,-1.0405860525124332e-05,4,0,1
1,1,4.999996250553101,0,2.0,0.9999758721966907,5,2,1
0,1,2.000003730523184,1,1.0,1.6109369950118945e-05,2,3,1
1,0,4.999993763993108,0,1.0,1.000025493279526,5,2,1
0,1,3.0000002335531613,1,1.0,-4.052692654493319e-06,3,3,1
-9999,1,5.999994002505509,1,1.0,-9999.00001936838,6,2,1
1,0,6.000016200703091,0,1.0,0.999996895160238,6,1,1
0,1,3.0000036369815035,1,1.0,-2.8622294984066922e-06,3,3,1
-9999,1,1.999997819708719,0,1.0,-9999.000001899238,2,3,1
1,1,4.000011936185719,0,1.0,0.9999888661195808,4,3,1
1,1,6.999978293845902,0,1.0,1.0000057956114248,7,2,1
1,0,4.999979858974052,0,1.0,1.0000052450737529,5,2,1
1,1,2.000007958386552,0,1.0,0.9999850559438018,2,2,1
0,1,5.000000604684481,0,1.0,6.991967316948879e-06,5,1,1
0,1,2.0000025044630028,1,-9999.0,2.0526849819458913e-05,2,3,1
0,1,6.9999867360389665,-9999,1.0,1.7196033243705987e-06,7,2,1
1,1,5.999999767662891,1,1.0,0.9999966267483793,6,2,1
0,0,3.000020035094104,0,2.0,-1.4200321440752132e-06,3,1,1
1,1,1.000008241996198,0,1.0,1.0000061525676698,1,1,1
1,1,3.0000016970654513,0,1.0,0.999982693283945,3,3,1
0,1,2.999995609460899,1,1.0,1.6439070297730226e-06,3,3,1
1,1,7.999996054271481,0,1.0,0.9999960953605054,8,2,0
1,1,4.999978708021108,0,1.0,1.0000184782501296,5,2,1
0,0,8.00000257640421,0,1.0,-1.7417273380495788e-06,8,0,0
0,0,3.000008454831085,0,1.0,1.66788761111952e-05,3,1,1
1,1,4.999984243806728,-9999,1.0,0.9999889625930222,5,3,1
1,0,1.999993385831077,0,,1.000005872591668,2,3,1
0,0,5.999988425353678,0,,3.1940026379122883e-06,6,3,1
0,1,2.999990346488052,0,-9999.0,-8.690472478647825e-06,3,2,1
0,0,8.000000534816268,0,,1.7739611463694046e-06,8,0,0
1,1,5.99997915597845,0,1.0,1.0000121251883682,6,2,1
1,1,2.0000061427043834,0,1.0,0.9999967620829572,2,2,0
1,0,6.000007538550699,1,1.0,0.9999830803735082,6,3,1
0,1,3.9999974889741194,0,-9999.0,-1.756282647744591e-07,4,1,1
0,0,2.9999751929149,0,1.0,-9.024230947925126e-06,3,2,1
0,0,6.99999003581374,0,1.0,-3.423409386638824e-06,7,1,1
1,1,5.0000123290193415,0,1.0,0.9999991841223032,5,3,1
1,0,3.9999722200571926,0,1.0,0.9999829434778399,4,1,1
1,0,5.999996524765878,1,1.0,0.9999838434166068,6,2,1
1,0,4.999988199992215,0,-9999.0,1.0000048206683552,5,2,1
1,1,5.000008045703016,0,1.0,0.9999947728130383,5,2,1
1,0,4.999993248860479,-9999,1.0,0.9999743525565818,5,1,1
1,0,6.000004039540207,1,1.0,1.000007848440366,6,2,1
1,1,4.000005654604192,0,1.0,1.0000027236975528,4,2,1
1,0,5.000018362258397,0,1.0,0.9999928612517597,5,2,1
1,1,5.999997970580563,1,1.0,0.9999868316978894,6,3,1
1,0,4.000003760443696,0,1.0,1.0000083580789632,4,1,1
0,1,5.999985149445209,0,1.0,3.4935062256042963e-06,6,1,1
0,1,6.000011904135633,0,1.0,2.3826022826840734e-05,6,2,1
0,1,6.999992394911519,0,1.0,4.201885987249374e-06,7,1,1
1,0,2.999994392458359,0,-9999.0,1.0000038770314126,3,2,1
1,1,7.999999777522052,0,1.0,0.9999983307206989,8,3,1
-9999,1,1.9999843711565466,0,1.0,-9998.999991832241,2,2,0
1,1,4.00000228770029,0,,1.0000062508520124,4,1,1
1,0,5.00000967466273,1,,1.0000125172500856,5,1,1
1,1,6.000002929338235,0,1.0,0.9999947867708137,6,1,1
1,1,1.9999841110243581,0,-9999.0,0.9999956459252706,2,3,1
1,0,2.9999987619070567,0,1.0,0.9999952089682909,3,3,1
1,1,3.00000742028903,-9999,1.0,1.0000079080172117,3,2,1
1,1,5.99998122011234,0,-9999.0,1.000014983744403,6,2,1
0,1,2.9999892523398617,1,1.0,-4.588404931493006e-06,3,2,0
1,0,4.000008765436041,0,1.0,0.9999957522627221,4,3,1
1,0,3.000002700954342,-9999,1.0,1.0000031407722387,3,3,1
1,0,2.0000041197158214,0,1.0,0.9999975423849998,2,1,1
1,1,6.000018594948076,0,1.0,1.0000095205365314,6,2,1
1,1,5.000004685527785,0,1.0,0.9999774822270938,5,3,1
1,0,-9998.99999342112,0,1.0,0.9999917329495308,-9999,3,1
1,1,3.000027107455272,0,1.0,0.9999921758366603,3,2,1
0,0,4.999997861954419,0,1.0,-2.320356012386145e-05,5,0,1
0,0,2.9999920211723636,1,1.0,-9.63638444368804e-06,3,2,1
1,1,6.000004277963982,1,1.0,0.9999908484388416,6,4,0
0,0,2.000004389910294,0,1.0,-2.0110465451883035e-06,2,2,1
1,0,5.999994732846081,0,1.0,1.0000111296589167,6,2,1
1,0,1.9999896760298044,0,1.0,0.9999975493934881,2,3,1
1,0,5.000023098444221,0,1.0,0.9999896918627973,5,2,1
1,0,1.0000032684347038,0,,0.9999994304545878,1,3,0
1,0,0.999992677146186,1,1.0,1.0000104917362145,1,2,0
-9999,1,2.0000091593030227,1,1.0,-9999.000009759588,2,3,1
-9999,1,1.9999989085484844,0,1.0,-9999.000009105748,2,3,1
1,1,3.999997471185537,0,1.0,1.0000055854895928,4,2,1
0,0,2.000005622728719,0,1.0,-2.2153611573080053e-06,2,2,1
0,0,-9999.000012918823,0,1.0,6.474846907094744e-06,-9999,3,1
1,1,4.000003526272039,0,1.0,0.999999863532082,4,2,0
-9999,1,6.000019129548077,1,-9999.0,-9998.999992983363,6,3,1
0,0,3.000004661776622,1,1.0,-1.035078114040641e-05,3,1,1
0,0,5.999996237878962,1,,-1.208465078826744e-07,6,2,0
1,1,3.9999949289471957,0,1.0,0.9999978930998563,4,3,1
-9999,0,5.999995896600266,0,1.0,-9999.00001215891,6,2,1
1,0,0.9999974603732196,0,1.0,0.9999843652205214,1,0,1
-9999,0,7.999996221934673,0,1.0,-9998.99999314251,8,2,0
1,1,-9998.999990836886,0,1.0,0.9999964904761778,-9999,2,1
1,1,6.999982667908968,-9999,,0.9999897771971835,7,3,0
1,1,4.0000086200005045,0,1.0,0.9999990382106307,4,3,1
-9999,1,0.9999962031347486,1,1.0,-9998.999988719812,1,2,1
1,1,5.000003769477857,-9999,1.0,0.9999771926215463,5,1,1
1,0,1.999988730120898,0,1.0,0.999985033613101,2,2,1
1,0,2.0000132863106685,0,1.0,0.9999907711355811,2,1,1
0,1,5.000012456349602,1,1.0,1.461178866720329e-05,5,0,1
0,0,-9998.999990404094,0,1.0,2.825869829192965e-06,-9999,1,1
1,0,0.9999848524522421,1,1.0,1.0000076731724046,1,3,1
1,1,2.0000082912107104,0,1.0,0.9999885983908088,2,3,1
1,1,2.0000040485508763,0,1.0,0.9999888046412473,2,3,1
-9999,0,4.999983947287529,-9999,1.0,-9998.999995521863,5,3,1
-9999,1,7.9999997570261625,1,,-9998.999999417256,8,0,0
1,1,-9998.999996354654,1,1.0,1.0000054873881887,-9999,3,1
1,1,4.000005560752738,1,1.0,0.9999981232900907,4,3,0
1,1,3.0000017726136696,1,1.0,1.0000027814372645,3,4,1
0,0,3.0000029123141685,0,1.0,1.581190849051092e-06,3,1,1
1,1,3.0000147361139224,0,1.0,1.000007777673891,3,3,1
1,0,5.0000122603390995,0,1.0,1.0000080700828196,5,3,1
1,1,5.999971329450462,1,1.0,0.999983801280056,6,3,1
0,1,7.999996825614452,0,1.0,-2.2472685553408557e-05,8,2,0
1,1,4.999998353489724,0,1.0,1.0000100174539766,5,4,1
0,1,1.9999824790142728,0,1.0,1.1877250932619366e-05,2,2,0
1,0,6.000000941830582,0,1.0,0.9999897937698049,6,2,1
0,0,5.000012487577724,1,1.0,-1.859835406545629e-05,5,1,1
1,1,1.999989134321404,0,1.0,1.00000099034821,2,3,1
1,1,2.000003364009387,0,-9999.0,1.0000093083822634,2,3,1
1,1,0.999990841765227,1,1.0,1.0000179759452243,1,4,1
0,1,5.999993280879763,1,,5.16297572101451e-06,6,3,1
0,1,5.000014773936342,0,1.0,-3.7171669658569497e-06,5,2,1
1,0,3.999994574421799,-9999,1.0,0.9999910686937842,4,3,1
1,1,4.00000462212489,1,1.0,1.0000001145129167,4,3,1
0,0,5.999981287818839,0,1.0,-2.992647038852564e-06,6,1,1
1,1,6.000018623175614,0,1.0,0.9999898493209427,6,2,1
0,0,7.0000060265244635,1,1.0,2.048755650863287e-05,7,2,0
1,1,3.9999981750015734,1,1.0,1.0000178516840208,4,3,1
1,1,2.0000057554651,0,1.0,1.0000113604868355,2,3,1
1,1,0.9999859018057106,0,,0.9999907914960219,1,3,1
1,0,6.000011825307418,1,1.0,1.000008550193243,6,3,1
1,0,1.999996760152245,0,1.0,1.000006396264095,2,3,0
0,0,4.999997959304849,0,1.0,4.42545624204053e-06,5,2,1
1,1,1.9999950834438502,1,1.0,1.0000124966526704,2,3,1
1,1,1.9999941934859726,0,1.0,1.0000063537114285,2,3,1
1,0,2.000006946706116,0,1.0,1.0000074001423631,2,3,1
1,0,8.0000025590685,0,1.0,1.0000063690628338,8,1,0
0,0,5.000006517481414,0,-9999.0,3.407914080021059e-06,5,2,1
1,1,1.9999999120531051,1,1.0,0.9999821638887029,2,3,1
1,1,5.000005131998111,-9999,1.0,1.0000008362107742,5,3,1
-9999,1,6.9999958115125605,1,1.0,-9999.00000556192,7,3,1
0,1,5.000022297318414,1,1.0,-1.2798409576400205e-05,5,3,1
1,1,4.999984320695836,0,1.0,1.000016818166193,5,0,1
0,1,2.0000126093732358,0,1.0,1.7289953408857037e-05,2,2,1
1,1,3.0000136790745073,0,1.0,1.000013592206003,3,4,1
0,0,-9999.000008521589,0,,2.5521341685587465e-06,-9999,2,1
0,1,3.0000222927361055,0,1.0,1.3506251209526568e-05,3,2,1
0,1,6.000009954902829,0,1.0,1.2053180601825543e-07,6,0,1
0,0,5.000009711390068,0,1.0,2.027972768977794e-06,5,1,1
0,0,6.000000280221871,0,1.0,-1.093471370461983e-05,6,0,1
1,1,1.9999978277384178,1,1.0,1.000003969913045,2,4,1
0,1,4.999997905911729,1,,6.038592842441711e-07,5,4,1
1,1,6.000003905305963,0,1.0,0.9999869734788317,6,3,1
0,1,6.00001401186275,0,1.0,-5.119711181659691e-07,6,1,1
-9999,0,2.0000018131421786,-9999,1.0,-9999.000000797296,2,3,1
1,0,0.9999908855637686,0,1.0,1.0000179756116665,1,3,1
1,1,2.000008244270624,0,1.0,1.0000089421332852,2,2,1
0,1,5.000009211507464,1,1.0,1.1445439091466016e-07,5,3,1
1,0,7.0000065465952845,1,1.0,1.000002487873098,7,3,1
1,0,7.000007454989065,0,1.0,1.0000004421237811,7,2,1
1,0,4.9999972907186985,0,,0.9999979708601521,5,3,1
0,0,4.999990710108329,1,1.0,-1.082427197388287e-05,5,2,1
1,1,0.9999913180656936,0,1.0,0.9999984894812239,1,3,1
0,1,4.999983645367515,1,1.0,-7.460982566525135e-06,5,3,1
1,0,2.0000023694861153,1,1.0,0.9999874968446107,2,2,1
1,0,1.9999991655121678,0,,1.0000051122181455,2,2,1
1,1,5.999995600122955,0,1.0,1.0000039126465994,6,3,1
1,0,1.9999704438117565,0,-9999.0,0.9999821329248864,2,0,1
0,0,3.999987526825303,0,1.0,-1.2268463749512723e-06,4,2,1
0,1,3.000011208406514,0,1.0,9.957013858999236e-06,3,3,1
1,1,1.9999933537399994,1,1.0,1.000010592237389,2,3,1
1,0,6.000003605916777,0,1.0,1.000010258368429,6,2,1
0,1,3.9999860931457003,0,1.0,3.8913206901459806e-07,4,2,1
1,1,4.000014387054824,-9999,1.0,0.9999915495467203,4,3,1
0,0,-9999.000001440276,0,1.0,-1.0836988273580607e-05,-9999,3,1
1,1,2.000002900403965,1,1.0,1.0000034460490475,2,3,1
1,1,3.0000232577979187,1,1.0,1.0000037928003436,3,3,1
1,1,6.000015164401006,0,1.0,1.000012873311116,6,2,0
0,0,5.999996934343788,0,1.0,1.0999796503420837e-05,6,1,1
1,0,4.999994067798151,0,,0.9999986777134346,5,3,1
1,1,5.999996744549885,0,1.0,0.9999875579412114,6,3,1
1,1,6.000005098982485,0,1.0,0.9999968089340299,6,2,1
0,1,2.9999989477586575,0,1.0,2.172311948105247e-06,3,3,1
1,1,4.99999604755855,1,1.0,0.9999979791675461,5,2,1
1,1,-9998.999985328188,0,1.0,0.9999942210589192,-9999,3,1
1,1,6.999998857901082,1,1.0,1.0000025288481498,7,3,1
0,1,5.00002299589093,0,1.0,-5.039577414106105e-06,5,0,1
1,0,1.0000009074256375,0,,0.9999937193391627,1,4,1
1,1,4.000017853183942,0,1.0,1.000003114528343,4,2,1
1,0,5.000003573194227,0,,0.9999959800741987,5,1,1
0,1,2.0000096296057324,0,2.0,2.4410438897835214e-06,2,1,1
1,0,4.999992753889485,0,1.0,1.0000027320402285,5,2,1
0,0,5.999991462407774,1,1.0,-1.1394290010915747e-05,6,2,1
1,1,3.0000045970595504,0,1.0,0.9999951875887614,3,1,1
1,0,2.0000098855324246,0,1.0,1.000014377769399,2,3,1
1,1,2.00000040256502,0,1.0,0.9999883792048726,2,4,1
1,0,0.9999871360666491,1,-9999.0,0.9999788334555103,1,3,1
0,1,6.999986397416337,1,1.0,-1.8618451532425118e-05,7,2,1
1,0,0.9999857286359781,1,1.0,1.0000002910994659,1,3,1
0,1,3.9999823237788705,0,1.0,3.091727803269891e-07,4,3,1
0,0,6.0000010948535945,0,-9999.0,-1.1761085542512094e-06,6,1,1
0,0,5.000011250439217,1,1.0,1.2141898289285017e-05,5,1,1
1,0,-9999.000000134158,0,1.0,0.999973271655669,-9999,3,1
1,0,4.999977395852427,1,1.0,1.0000039593387444,5,2,1
1,1,1.9999980923953966,0,1.0,1.000015614382018,2,3,1
1,0,5.999998372010034,-9999,1.0,0.9999887221923511,6,2,1
1,1,4.000020959987502,0,1.0,0.9999962019348821,4,3,1
1,1,2.999985428620871,0,1.0,0.9999924710808277,3,3,1
0,1,4.999996093223974,1,1.0,-8.943460460775289e-06,5,2,1
0,0,3.0000170585268053,1,1.0,-3.2626200502304e-06,3,0,1
0,0,5.000004499783413,0,1.0,1.4274852836845048e-05,5,1,1
1,1,4.000005633130735,0,1.0,1.000018373866755,4,2,1
1,1,6.0000011458443705,0,1.0,0.9999966406077496,6,3,1
0,1,7.000003299435386,1,1.0,1.9050602140644704e-05,7,1,1
1,1,4.000007776095303,1,1.0,1.0000003557647699,4,2,1
0,0,5.999991905136811,0,1.0,1.753691026701081e-05,6,1,1
